time(s),F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,Temp,Humid
0.0,-0.28375000000005457,-0.3300000000000409,-0.27500000000009095,-4.216249999999945,1.368750000000091,2.005000000000109,-0.07124999999999204,-3.4137499999999363,-0.6587500000000546,-1.9649999999999181,37.53,39.59
0.1,-0.28375000000005457,-0.3300000000000409,-0.27500000000009095,-4.091249999999945,1.368750000000091,2.130000000000109,0.05375000000000796,-3.2887499999999363,-0.5337500000000546,-1.8399999999999181,37.54,39.62
0.2,-0.28375000000005457,-0.3300000000000409,-0.27500000000009095,-3.9662499999999454,1.493750000000091,2.130000000000109,0.05375000000000796,-3.1637499999999363,-0.5337500000000546,-1.7149999999999181,37.51,39.57
0.3,-0.28375000000005457,-0.3300000000000409,-0.15000000000009095,-3.8412499999999454,1.618750000000091,2.130000000000109,-0.07124999999999204,-3.0387499999999363,-0.5337500000000546,-1.5899999999999181,37.53,39.6
0.4,-0.28375000000005457,-0.3300000000000409,-0.27500000000009095,-3.7162499999999454,1.618750000000091,2.130000000000109,-0.07124999999999204,-2.9137499999999363,-0.40875000000005457,-1.4649999999999181,37.51,39.57
0.5,-0.28375000000005457,-0.3300000000000409,-0.15000000000009095,-3.5912499999999454,1.618750000000091,2.130000000000109,-0.07124999999999204,-2.7887499999999363,-0.28375000000005457,-1.3399999999999181,37.51,39.6
0.6,-0.28375000000005457,-0.3300000000000409,-0.27500000000009095,-3.3412499999999454,1.618750000000091,2.255000000000109,0.05375000000000796,-2.6637499999999363,-0.28375000000005457,-1.2149999999999181,37.54,39.66
0.7,-0.15875000000005457,-0.3300000000000409,-0.15000000000009095,-3.2162499999999454,1.618750000000091,2.255000000000109,0.05375000000000796,-2.4137499999999363,-0.15875000000005457,-1.0899999999999181,37.53,39.63
0.8,-0.28375000000005457,-0.3300000000000409,-0.15000000000009095,-3.0912499999999454,1.743750000000091,2.255000000000109,-0.07124999999999204,-2.4137499999999363,-0.03375000000005457,-0.9649999999999181,37.54,39.65
0.9,-0.28375000000005457,-0.3300000000000409,-0.15000000000009095,-2.9662499999999454,1.743750000000091,2.255000000000109,-0.07124999999999204,-2.2887499999999363,-0.03375000000005457,-0.8399999999999181,37.51,39.66
1.0,-0.28375000000005457,-0.3300000000000409,-0.15000000000009095,-2.8412499999999454,1.743750000000091,2.255000000000109,0.05375000000000796,-2.1637499999999363,-0.03375000000005457,-0.7149999999999181,37.51,39.63
1.1,-0.15875000000005457,-0.4550000000000409,-0.15000000000009095,-2.7162499999999454,1.743750000000091,2.130000000000109,-0.07124999999999204,-2.0387499999999363,0.09124999999994543,-0.5899999999999181,37.53,39.6
1.2,-0.15875000000005457,-0.3300000000000409,-0.15000000000009095,-2.5912499999999454,1.743750000000091,2.130000000000109,-0.07124999999999204,-1.9137499999999363,0.09124999999994543,-0.5899999999999181,37.51,39.61
1.3,-0.15875000000005457,-0.3300000000000409,-0.15000000000009095,-2.4662499999999454,1.743750000000091,2.255000000000109,-0.07124999999999204,-1.7887499999999363,0.09124999999994543,-0.46499999999991815,37.53,39.63
1.4,-0.28375000000005457,-0.3300000000000409,-0.15000000000009095,-2.3412499999999454,1.743750000000091,2.130000000000109,-0.07124999999999204,-1.7887499999999363,0.09124999999994543,-0.33999999999991815,37.53,39.65
1.5,-0.15875000000005457,-0.4550000000000409,-0.15000000000009095,-2.2162499999999454,1.743750000000091,2.130000000000109,0.05375000000000796,-1.6637499999999363,0.21624999999994543,-0.21499999999991815,37.56,39.58
1.6,-0.15875000000005457,-0.3300000000000409,-0.15000000000009095,-2.0912499999999454,1.743750000000091,2.005000000000109,0.05375000000000796,-1.5387499999999363,0.21624999999994543,-0.21499999999991815,37.57,39.62
1.7,-0.15875000000005457,-0.3300000000000409,-0.15000000000009095,-1.9662499999999454,1.618750000000091,2.005000000000109,0.17875000000000796,-1.4137499999999363,0.34124999999994543,-0.08999999999991815,37.57,39.65
1.8,-0.15875000000005457,-0.4550000000000409,-0.15000000000009095,-1.8412499999999454,1.618750000000091,2.005000000000109,0.05375000000000796,-1.2887499999999363,0.34124999999994543,-0.08999999999991815,37.57,39.62
1.9,-0.15875000000005457,-0.3300000000000409,-0.15000000000009095,-1.7162499999999454,1.743750000000091,1.8800000000001091,0.05375000000000796,-1.1637499999999363,0.34124999999994543,0.035000000000081855,37.56,39.65
2.0,-0.15875000000005457,-0.4550000000000409,-0.15000000000009095,-1.7162499999999454,1.618750000000091,1.8800000000001091,0.05375000000000796,-1.1637499999999363,0.34124999999994543,0.035000000000081855,37.54,39.62
2.1,-0.15875000000005457,-0.3300000000000409,-0.15000000000009095,-1.5912499999999454,1.618750000000091,1.8800000000001091,0.17875000000000796,-1.0387499999999363,0.46624999999994543,0.16000000000008185,37.56,39.59
2.2,-0.03375000000005457,-0.3300000000000409,-0.15000000000009095,-1.4662499999999454,1.618750000000091,1.7550000000001091,0.05375000000000796,-0.9137499999999363,0.46624999999994543,0.28500000000008185,37.56,39.65
2.3,-0.03375000000005457,-0.3300000000000409,-0.15000000000009095,-1.3412499999999454,1.618750000000091,1.6300000000001091,-0.07124999999999204,-0.9137499999999363,0.46624999999994543,0.28500000000008185,37.54,39.63
2.4,-0.03375000000005457,-0.3300000000000409,-0.15000000000009095,-1.2162499999999454,1.618750000000091,1.5050000000001091,0.05375000000000796,-0.7887499999999363,0.46624999999994543,0.28500000000008185,37.57,39.68
2.5,-0.03375000000005457,-0.3300000000000409,-0.15000000000009095,-1.0912499999999454,1.493750000000091,1.6300000000001091,-0.07124999999999204,-0.6637499999999363,0.46624999999994543,0.28500000000008185,37.56,39.62
2.6,-0.03375000000005457,-0.3300000000000409,-0.15000000000009095,-0.9662499999999454,1.368750000000091,1.5050000000001091,-0.07124999999999204,-0.5387499999999363,0.46624999999994543,0.41000000000008185,37.56,39.62
2.7,-0.03375000000005457,-0.3300000000000409,-0.02500000000009095,-0.9662499999999454,1.493750000000091,1.3800000000001091,-0.07124999999999204,-0.5387499999999363,0.5912499999999454,0.41000000000008185,37.56,39.66
2.8,-0.03375000000005457,-0.20500000000004093,-0.02500000000009095,-0.8412499999999454,1.368750000000091,1.3800000000001091,0.05375000000000796,-0.5387499999999363,0.46624999999994543,0.5350000000000819,37.57,39.56
