time(s),F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,Temp,Humid
0.0,-0.8637499999999818,-0.15875000000005457,-0.20000000000004547,-7.0474999999999,-0.3550000000000182,0.8850000000002183,0.03999999999999204,-4.628750000000082,-3.011250000000018,-4.7374999999999545,37.53,38.57
0.1,-0.8637499999999818,-0.28375000000005457,-0.20000000000004547,-6.9224999999999,-0.2300000000000182,1.0100000000002183,0.03999999999999204,-4.503750000000082,-3.011250000000018,-4.4874999999999545,37.53,38.6
0.2,-0.8637499999999818,-0.15875000000005457,-0.07500000000004547,-6.6724999999999,-0.2300000000000182,1.0100000000002183,-0.08500000000000796,-4.378750000000082,-2.886250000000018,-4.4874999999999545,37.56,38.63
0.3,-0.8637499999999818,-0.28375000000005457,-0.20000000000004547,-6.4224999999999,-0.2300000000000182,1.0100000000002183,0.03999999999999204,-4.253750000000082,-2.761250000000018,-4.2374999999999545,37.57,38.62
0.4,-0.7387499999999818,-0.28375000000005457,-0.07500000000004547,-6.2974999999999,-0.10500000000001819,0.8850000000002183,0.03999999999999204,-4.128750000000082,-2.761250000000018,-4.1124999999999545,37.56,38.63
0.5,-0.7387499999999818,-0.28375000000005457,-0.07500000000004547,-6.0474999999999,-0.10500000000001819,0.8850000000002183,0.03999999999999204,-4.003750000000082,-2.636250000000018,-3.9874999999999545,37.56,38.61
0.6,-0.7387499999999818,-0.28375000000005457,-0.07500000000004547,-5.9224999999999,0.01999999999998181,0.8850000000002183,0.03999999999999204,-3.753750000000082,-2.511250000000018,-3.8624999999999545,37.56,38.66
0.7,-0.7387499999999818,-0.15875000000005457,-0.07500000000004547,-5.7974999999999,0.01999999999998181,0.8850000000002183,0.03999999999999204,-3.628750000000082,-2.511250000000018,-3.7374999999999545,37.54,38.64
0.8,-0.7387499999999818,-0.15875000000005457,0.049999999999954525,-5.5474999999999,0.01999999999998181,0.8850000000002183,0.03999999999999204,-3.503750000000082,-2.386250000000018,-3.6124999999999545,37.57,38.64
0.9,-0.6137499999999818,-0.28375000000005457,-0.07500000000004547,-5.4224999999999,0.1449999999999818,0.7600000000002183,-0.08500000000000796,-3.503750000000082,-2.386250000000018,-3.4874999999999545,37.56,38.6
1.0,-0.6137499999999818,-0.15875000000005457,-0.07500000000004547,-5.1724999999999,0.1449999999999818,0.7600000000002183,-0.08500000000000796,-3.253750000000082,-2.386250000000018,-3.3624999999999545,37.57,38.67
1.1,-0.6137499999999818,-0.28375000000005457,-0.07500000000004547,-5.0474999999999,0.1449999999999818,0.7600000000002183,0.03999999999999204,-3.253750000000082,-2.261250000000018,-3.2374999999999545,37.56,38.64
1.2,-0.6137499999999818,-0.28375000000005457,-0.07500000000004547,-4.9224999999999,0.1449999999999818,0.7600000000002183,-0.08500000000000796,-3.128750000000082,-2.136250000000018,-3.1124999999999545,37.57,38.62
1.3,-0.6137499999999818,-0.15875000000005457,0.049999999999954525,-4.6724999999999,0.1449999999999818,0.7600000000002183,-0.08500000000000796,-3.003750000000082,-2.136250000000018,-3.1124999999999545,37.57,38.66
1.4,-0.6137499999999818,-0.28375000000005457,0.049999999999954525,-4.5474999999999,0.2699999999999818,0.7600000000002183,-0.08500000000000796,-2.878750000000082,-2.011250000000018,-2.9874999999999545,37.58,38.63
1.5,-0.4887499999999818,-0.28375000000005457,0.049999999999954525,-4.4224999999999,0.2699999999999818,0.6350000000002183,0.03999999999999204,-2.753750000000082,-2.011250000000018,-2.8624999999999545,37.54,38.67
1.6,-0.4887499999999818,-0.28375000000005457,-0.07500000000004547,-4.2974999999999,0.2699999999999818,0.6350000000002183,-0.08500000000000796,-2.628750000000082,-1.8862500000000182,-2.7374999999999545,37.57,38.66
1.7,-0.4887499999999818,-0.15875000000005457,-0.07500000000004547,-4.0474999999999,0.2699999999999818,0.6350000000002183,-0.08500000000000796,-2.503750000000082,-1.8862500000000182,-2.6124999999999545,37.56,38.69
1.8,-0.4887499999999818,-0.15875000000005457,-0.07500000000004547,-3.9224999999999,0.2699999999999818,0.6350000000002183,-0.08500000000000796,-2.503750000000082,-1.7612500000000182,-2.4874999999999545,37.57,38.66
1.9,-0.4887499999999818,-0.28375000000005457,-0.07500000000004547,-3.7974999999999,0.2699999999999818,0.5100000000002183,0.03999999999999204,-2.378750000000082,-1.7612500000000182,-2.4874999999999545,37.57,38.64
2.0,-0.4887499999999818,-0.28375000000005457,0.049999999999954525,-3.6724999999999,0.2699999999999818,0.5100000000002183,0.03999999999999204,-2.253750000000082,-1.6362500000000182,-2.3624999999999545,37.57,38.63
2.1,-0.3637499999999818,-0.15875000000005457,-0.07500000000004547,-3.5474999999999,0.2699999999999818,0.5100000000002183,0.03999999999999204,-2.128750000000082,-1.6362500000000182,-2.2374999999999545,37.57,38.62
2.2,-0.4887499999999818,-0.15875000000005457,-0.07500000000004547,-3.4224999999999,0.2699999999999818,0.5100000000002183,-0.08500000000000796,-2.128750000000082,-1.5112500000000182,-2.1124999999999545,37.56,38.67
2.3,-0.3637499999999818,-0.15875000000005457,0.049999999999954525,-3.1724999999999,0.2699999999999818,0.3850000000002183,-0.08500000000000796,-2.003750000000082,-1.5112500000000182,-1.9874999999999545,37.58,38.65
2.4,-0.3637499999999818,-0.15875000000005457,0.049999999999954525,-3.0474999999999,0.2699999999999818,0.3850000000002183,-0.08500000000000796,-1.8787500000000819,-1.3862500000000182,-1.9874999999999545,37.56,38.63
2.5,-0.3637499999999818,-0.15875000000005457,0.049999999999954525,-2.9224999999999,0.2699999999999818,0.3850000000002183,0.03999999999999204,-1.7537500000000819,-1.2612500000000182,-1.8624999999999545,37.56,38.66
2.6,-0.2387499999999818,-0.15875000000005457,0.049999999999954525,-2.7974999999999,0.2699999999999818,0.3850000000002183,0.03999999999999204,-1.7537500000000819,-1.2612500000000182,-1.7374999999999545,37.56,38.67
2.7,-0.3637499999999818,-0.28375000000005457,0.049999999999954525,-2.6724999999999,0.2699999999999818,0.3850000000002183,0.03999999999999204,-1.6287500000000819,-1.2612500000000182,-1.6124999999999545,37.56,38.61
2.8,-0.3637499999999818,-0.15875000000005457,0.049999999999954525,-2.4224999999999,0.2699999999999818,0.3850000000002183,-0.08500000000000796,-1.5037500000000819,-1.1362500000000182,-1.6124999999999545,37.6,38.59
2.9,-0.3637499999999818,-0.15875000000005457,0.049999999999954525,-2.4224999999999,0.2699999999999818,0.3850000000002183,0.16499999999999204,-1.5037500000000819,-1.1362500000000182,-1.4874999999999545,37.57,38.6
3.0,-0.3637499999999818,-0.15875000000005457,-0.07500000000004547,-2.1724999999999,0.2699999999999818,0.3850000000002183,0.03999999999999204,-1.3787500000000819,-1.1362500000000182,-1.3624999999999545,37.57,38.6
3.1,-0.2387499999999818,-0.15875000000005457,0.049999999999954525,-2.0474999999999,0.2699999999999818,0.2600000000002183,0.03999999999999204,-1.2537500000000819,-1.0112500000000182,-1.3624999999999545,37.58,38.68
3.2,-0.2387499999999818,-0.15875000000005457,-0.07500000000004547,-2.0474999999999,0.2699999999999818,0.3850000000002183,0.03999999999999204,-1.2537500000000819,-0.8862500000000182,-1.3624999999999545,37.57,38.64
3.3,-0.2387499999999818,-0.15875000000005457,-0.07500000000004547,-1.7974999999999,0.2699999999999818,0.2600000000002183,0.16499999999999204,-1.1287500000000819,-0.8862500000000182,-1.1124999999999545,37.58,38.59
3.4,-0.2387499999999818,-0.15875000000005457,-0.07500000000004547,-1.6724999999999,0.2699999999999818,0.2600000000002183,-0.08500000000000796,-1.1287500000000819,-0.7612500000000182,-1.1124999999999545,37.58,38.56
3.5,-0.2387499999999818,-0.15875000000005457,-0.07500000000004547,-1.5474999999999,0.1449999999999818,0.2600000000002183,0.03999999999999204,-1.0037500000000819,-0.7612500000000182,-0.9874999999999545,37.58,38.62
3.6,-0.2387499999999818,-0.15875000000005457,-0.07500000000004547,-1.4224999999999,0.2699999999999818,0.2600000000002183,0.03999999999999204,-0.8787500000000819,-0.6362500000000182,-0.8624999999999545,37.58,38.66
3.7,-0.2387499999999818,-0.15875000000005457,-0.07500000000004547,-1.2974999999999,0.1449999999999818,0.2600000000002183,-0.08500000000000796,-0.7537500000000819,-0.6362500000000182,-0.7374999999999545,37.6,38.62
3.8,-0.11374999999998181,-0.15875000000005457,-0.07500000000004547,-1.1724999999999,0.1449999999999818,0.2600000000002183,0.03999999999999204,-0.7537500000000819,-0.5112500000000182,-0.7374999999999545,37.6,38.63
3.9,-0.11374999999998181,-0.15875000000005457,-0.07500000000004547,-1.0474999999999,0.1449999999999818,0.13500000000021828,-0.21000000000000796,-0.6287500000000819,-0.5112500000000182,-0.6124999999999545,37.57,38.58
4.0,-0.11374999999998181,-0.03375000000005457,-0.07500000000004547,-0.9224999999999,0.1449999999999818,0.13500000000021828,-0.08500000000000796,-0.6287500000000819,-0.5112500000000182,-0.6124999999999545,37.6,38.61
4.1,-0.11374999999998181,-0.03375000000005457,-0.07500000000004547,-0.7974999999999,0.1449999999999818,0.13500000000021828,0.03999999999999204,-0.37875000000008185,-0.3862500000000182,-0.4874999999999545,37.57,38.66
4.2,-0.11374999999998181,-0.03375000000005457,-0.07500000000004547,-0.6724999999999,0.1449999999999818,0.13500000000021828,-0.08500000000000796,-0.5037500000000819,-0.3862500000000182,-0.3624999999999545,37.58,38.6
4.3,-0.11374999999998181,-0.15875000000005457,-0.07500000000004547,-0.5474999999999,0.1449999999999818,0.13500000000021828,0.03999999999999204,-0.37875000000008185,-0.2612500000000182,-0.3624999999999545,37.58,38.59
4.4,0.01125000000001819,-0.03375000000005457,-0.07500000000004547,-0.42249999999989996,0.1449999999999818,0.13500000000021828,0.03999999999999204,-0.25375000000008185,-0.2612500000000182,-0.23749999999995453,37.58,38.59
4.5,-0.11374999999998181,-0.03375000000005457,-0.07500000000004547,-0.29749999999989996,0.1449999999999818,0.010000000000218279,0.03999999999999204,-0.25375000000008185,-0.1362500000000182,-0.23749999999995453,37.58,38.59
4.6,-0.11374999999998181,-0.03375000000005457,-0.07500000000004547,-0.17249999999989996,0.1449999999999818,0.13500000000021828,-0.08500000000000796,-0.12875000000008185,-0.1362500000000182,-0.11249999999995453,37.58,38.59
4.7,0.01125000000001819,-0.03375000000005457,0.049999999999954525,-0.047499999999899956,0.1449999999999818,0.13500000000021828,-0.08500000000000796,-0.0037500000000818545,-0.1362500000000182,-0.11249999999995453,37.58,38.62
4.8,0.01125000000001819,-0.03375000000005457,0.049999999999954525,0.07750000000010004,0.1449999999999818,0.010000000000218279,0.03999999999999204,-0.0037500000000818545,-0.01125000000001819,0.012500000000045475,37.58,38.6
4.9,0.01125000000001819,-0.03375000000005457,-0.07500000000004547,0.20250000000010004,0.1449999999999818,0.010000000000218279,0.03999999999999204,0.12124999999991815,-0.01125000000001819,0.012500000000045475,37.57,38.6
5.0,0.01125000000001819,0.09124999999994543,0.049999999999954525,0.32750000000010004,0.1449999999999818,0.010000000000218279,0.03999999999999204,0.12124999999991815,-0.01125000000001819,0.13750000000004547,37.6,38.53
5.1,0.01125000000001819,-0.03375000000005457,0.049999999999954525,0.45250000000010004,0.01999999999998181,-0.11499999999978172,0.03999999999999204,0.24624999999991815,0.11374999999998181,0.2625000000000455,37.58,38.59
5.2,0.01125000000001819,-0.03375000000005457,-0.07500000000004547,0.45250000000010004,0.1449999999999818,-0.11499999999978172,0.03999999999999204,0.24624999999991815,0.11374999999998181,0.2625000000000455,37.57,38.55
5.3,0.1362500000000182,-0.03375000000005457,0.049999999999954525,0.7025000000001,0.01999999999998181,-0.11499999999978172,-0.08500000000000796,0.37124999999991815,0.11374999999998181,0.3875000000000455,37.58,38.57
5.4,0.01125000000001819,-0.03375000000005457,-0.07500000000004547,0.8275000000001,0.01999999999998181,-0.11499999999978172,0.03999999999999204,0.37124999999991815,0.2387499999999818,0.5125000000000455,37.57,38.55
5.5,0.1362500000000182,-0.03375000000005457,0.049999999999954525,0.9525000000001,0.01999999999998181,-0.11499999999978172,-0.08500000000000796,0.49624999999991815,0.3637499999999818,0.5125000000000455,37.58,38.54
5.6,0.1362500000000182,0.09124999999994543,0.049999999999954525,1.0775000000001,0.01999999999998181,-0.23999999999978172,0.03999999999999204,0.49624999999991815,0.3637499999999818,0.6375000000000455,37.6,38.53
5.7,0.1362500000000182,0.09124999999994543,0.049999999999954525,1.2025000000001,0.01999999999998181,-0.23999999999978172,-0.08500000000000796,0.6212499999999181,0.4887499999999818,0.6375000000000455,37.58,38.51
5.8,0.1362500000000182,-0.03375000000005457,0.049999999999954525,1.2025000000001,0.01999999999998181,-0.23999999999978172,-0.08500000000000796,0.7462499999999181,0.3637499999999818,0.7625000000000455,37.6,38.54
5.9,0.1362500000000182,-0.03375000000005457,0.049999999999954525,1.3275000000001,0.01999999999998181,-0.23999999999978172,0.03999999999999204,0.7462499999999181,0.4887499999999818,0.7625000000000455,37.6,38.57
6.0,0.1362500000000182,0.09124999999994543,0.049999999999954525,1.4525000000001,-0.10500000000001819,-0.23999999999978172,0.03999999999999204,0.8712499999999181,0.4887499999999818,0.8875000000000455,37.58,38.53
6.1,0.2612500000000182,0.09124999999994543,0.049999999999954525,1.5775000000001,-0.10500000000001819,-0.3649999999997817,0.03999999999999204,0.9962499999999181,0.7387499999999818,1.0125000000000455,37.58,38.53
6.2,0.2612500000000182,0.09124999999994543,0.049999999999954525,1.7025000000001,0.01999999999998181,-0.3649999999997817,0.03999999999999204,0.9962499999999181,0.6137499999999818,1.0125000000000455,37.57,38.53
6.3,0.2612500000000182,0.09124999999994543,0.049999999999954525,1.8275000000001,-0.10500000000001819,-0.3649999999997817,-0.08500000000000796,1.1212499999999181,0.7387499999999818,1.1375000000000455,37.57,38.53
6.4,0.2612500000000182,0.09124999999994543,0.049999999999954525,1.9525000000001,0.01999999999998181,-0.3649999999997817,0.03999999999999204,1.1212499999999181,0.8637499999999818,1.1375000000000455,37.57,38.51
6.5,0.2612500000000182,0.09124999999994543,0.049999999999954525,2.0775000000001,-0.10500000000001819,-0.4899999999997817,0.03999999999999204,1.2462499999999181,0.8637499999999818,1.2625000000000455,37.6,38.54
6.6,0.2612500000000182,0.09124999999994543,0.049999999999954525,2.2025000000001,-0.10500000000001819,-0.4899999999997817,-0.08500000000000796,1.2462499999999181,0.8637499999999818,1.3875000000000455,37.56,38.5
6.7,0.2612500000000182,0.21624999999994543,0.049999999999954525,2.3275000000001,-0.10500000000001819,-0.3649999999997817,-0.08500000000000796,1.3712499999999181,0.9887499999999818,1.5125000000000455,37.58,38.53
6.8,0.2612500000000182,0.09124999999994543,0.049999999999954525,2.4525000000001,-0.10500000000001819,-0.4899999999997817,0.03999999999999204,1.4962499999999181,1.1137499999999818,1.5125000000000455,37.57,38.53
6.9,0.3862500000000182,0.21624999999994543,0.049999999999954525,2.5775000000001,-0.10500000000001819,-0.4899999999997817,-0.08500000000000796,1.6212499999999181,1.1137499999999818,1.6375000000000455,37.6,38.53
7.0,0.3862500000000182,0.09124999999994543,0.049999999999954525,2.7025000000001,-0.10500000000001819,-0.4899999999997817,0.03999999999999204,1.6212499999999181,1.1137499999999818,1.6375000000000455,37.58,38.53
7.1,0.3862500000000182,0.21624999999994543,0.049999999999954525,2.8275000000001,-0.10500000000001819,-0.4899999999997817,0.03999999999999204,1.7462499999999181,1.2387499999999818,1.7625000000000455,37.57,38.51
7.2,0.3862500000000182,0.09124999999994543,0.049999999999954525,2.9525000000001,-0.10500000000001819,-0.4899999999997817,0.03999999999999204,1.7462499999999181,1.2387499999999818,1.8875000000000455,37.58,38.48
7.3,0.3862500000000182,0.21624999999994543,0.049999999999954525,3.0775000000001,-0.10500000000001819,-0.4899999999997817,-0.08500000000000796,1.8712499999999181,1.3637499999999818,1.8875000000000455,37.58,38.5
7.4,0.3862500000000182,0.21624999999994543,0.049999999999954525,3.2025000000001,-0.10500000000001819,-0.4899999999997817,0.03999999999999204,1.9962499999999181,1.3637499999999818,2.0125000000000455,37.58,38.48
7.5,0.3862500000000182,0.21624999999994543,0.049999999999954525,3.2025000000001,-0.10500000000001819,-0.4899999999997817,-0.08500000000000796,1.9962499999999181,1.4887499999999818,2.1375000000000455,37.61,38.5
7.6,0.3862500000000182,0.21624999999994543,0.049999999999954525,3.3275000000001,-0.2300000000000182,-0.4899999999997817,-0.08500000000000796,2.121249999999918,1.6137499999999818,2.1375000000000455,37.58,38.48
7.7,0.3862500000000182,0.21624999999994543,0.049999999999954525,3.4525000000001,-0.2300000000000182,-0.4899999999997817,0.03999999999999204,2.246249999999918,1.6137499999999818,2.2625000000000455,37.57,38.48
7.8,0.5112500000000182,0.21624999999994543,0.049999999999954525,3.5775000000001,-0.10500000000001819,-0.4899999999997817,0.03999999999999204,2.371249999999918,1.6137499999999818,2.3875000000000455,37.57,38.51
7.9,0.5112500000000182,0.21624999999994543,0.049999999999954525,3.7025000000001,-0.10500000000001819,-0.6149999999997817,0.03999999999999204,2.371249999999918,1.7387499999999818,2.5125000000000455,37.54,38.55
8.0,0.5112500000000182,0.21624999999994543,0.049999999999954525,3.8275000000001,-0.2300000000000182,-0.4899999999997817,0.16499999999999204,2.496249999999918,1.7387499999999818,2.5125000000000455,37.57,38.51
8.1,0.5112500000000182,0.21624999999994543,0.049999999999954525,3.9525000000001,-0.2300000000000182,-0.6149999999997817,-0.08500000000000796,2.621249999999918,1.8637499999999818,2.6375000000000455,37.57,38.46
8.2,0.5112500000000182,0.09124999999994543,0.049999999999954525,4.0775000000001,-0.2300000000000182,-0.6149999999997817,0.03999999999999204,2.621249999999918,1.8637499999999818,2.7625000000000455,37.58,38.44
8.3,0.5112500000000182,0.21624999999994543,0.049999999999954525,4.2025000000001,-0.2300000000000182,-0.6149999999997817,0.03999999999999204,2.746249999999918,1.8637499999999818,2.7625000000000455,37.6,38.45
8.4,0.5112500000000182,0.21624999999994543,0.049999999999954525,4.3275000000001,-0.2300000000000182,-0.4899999999997817,-0.08500000000000796,2.746249999999918,1.9887499999999818,2.7625000000000455,37.6,38.47
8.5,0.5112500000000182,0.21624999999994543,0.049999999999954525,4.3275000000001,-0.2300000000000182,-0.6149999999997817,-0.08500000000000796,2.871249999999918,2.113749999999982,2.8875000000000455,37.61,38.5
8.6,0.5112500000000182,0.21624999999994543,0.049999999999954525,4.4525000000001,-0.2300000000000182,-0.6149999999997817,0.03999999999999204,2.871249999999918,2.113749999999982,3.0125000000000455,37.6,38.47
8.7,0.5112500000000182,0.21624999999994543,0.049999999999954525,4.5775000000001,-0.2300000000000182,-0.6149999999997817,0.03999999999999204,2.996249999999918,2.238749999999982,3.0125000000000455,37.58,38.44
8.8,0.5112500000000182,0.21624999999994543,0.049999999999954525,4.7025000000001,-0.2300000000000182,-0.6149999999997817,-0.08500000000000796,3.121249999999918,2.238749999999982,3.1375000000000455,37.6,38.47
8.9,0.6362500000000182,0.21624999999994543,0.049999999999954525,4.8275000000001,-0.2300000000000182,-0.6149999999997817,0.03999999999999204,3.121249999999918,2.238749999999982,3.2625000000000455,37.6,38.48
9.0,0.6362500000000182,0.34124999999994543,0.049999999999954525,4.8275000000001,-0.2300000000000182,-0.7399999999997817,0.16499999999999204,3.246249999999918,2.363749999999982,3.1375000000000455,37.6,38.47
9.1,0.6362500000000182,0.21624999999994543,0.049999999999954525,4.9525000000001,-0.3550000000000182,-0.6149999999997817,-0.08500000000000796,3.246249999999918,2.363749999999982,3.3875000000000455,37.58,38.41
9.2,0.6362500000000182,0.34124999999994543,0.049999999999954525,5.0775000000001,-0.3550000000000182,-0.6149999999997817,0.03999999999999204,3.371249999999918,2.363749999999982,3.3875000000000455,37.57,38.45
9.3,0.6362500000000182,0.34124999999994543,0.049999999999954525,5.2025000000001,-0.3550000000000182,-0.7399999999997817,0.03999999999999204,3.371249999999918,2.488749999999982,3.3875000000000455,37.58,38.47
9.4,0.7612500000000182,0.34124999999994543,0.049999999999954525,5.2025000000001,-0.3550000000000182,-0.7399999999997817,0.03999999999999204,3.496249999999918,2.488749999999982,3.5125000000000455,37.57,38.45
9.5,0.7612500000000182,0.34124999999994543,0.049999999999954525,5.3275000000001,-0.3550000000000182,-0.7399999999997817,0.03999999999999204,3.496249999999918,2.488749999999982,3.5125000000000455,37.57,38.46
9.6,0.7612500000000182,0.34124999999994543,0.049999999999954525,5.4525000000001,-0.3550000000000182,-0.7399999999997817,0.03999999999999204,3.621249999999918,2.613749999999982,3.5125000000000455,37.6,38.48
9.7,0.7612500000000182,0.34124999999994543,0.049999999999954525,5.5775000000001,-0.3550000000000182,-0.8649999999997817,0.03999999999999204,3.621249999999918,2.613749999999982,3.6375000000000455,37.58,38.44
9.8,0.7612500000000182,0.34124999999994543,0.049999999999954525,5.5775000000001,-0.4800000000000182,-0.7399999999997817,0.16499999999999204,3.621249999999918,2.613749999999982,3.6375000000000455,37.57,38.46
9.9,0.7612500000000182,0.46624999999994543,0.049999999999954525,5.7025000000001,-0.3550000000000182,-0.8649999999997817,0.03999999999999204,3.746249999999918,2.738749999999982,3.6375000000000455,37.58,38.47
10.0,0.7612500000000182,0.46624999999994543,-0.07500000000004547,5.7025000000001,-0.4800000000000182,-0.8649999999997817,0.03999999999999204,3.746249999999918,2.738749999999982,3.6375000000000455,37.6,38.47
10.1,0.7612500000000182,0.46624999999994543,-0.07500000000004547,5.8275000000001,-0.4800000000000182,-0.9899999999997817,-0.08500000000000796,3.746249999999918,2.738749999999982,3.6375000000000455,37.58,38.45
10.2,0.7612500000000182,0.46624999999994543,-0.07500000000004547,5.8275000000001,-0.6050000000000182,-1.1149999999997817,0.03999999999999204,3.746249999999918,2.738749999999982,3.7625000000000455,37.6,38.44
10.3,0.7612500000000182,0.46624999999994543,-0.07500000000004547,5.8275000000001,-0.4800000000000182,-1.1149999999997817,-0.08500000000000796,3.871249999999918,2.863749999999982,3.7625000000000455,37.61,38.41
