mu1,mu2,mu3,mu4,mu5,mu6,mu7,mu8,mu9,mu10,max1,max2,max3,max4,max5,max6,mu7,max8,max9,max10,med1,med2,med3,med4,med5,med6,med7,med8,med9,med10,grad1,grad2,grad3,grad4,grad5,grad6,grad7,grad8,grad9,grad10,label
244.75355331358762,25.679014253980046,0.49156840059230955,189.15727276934473,41.19614355794157,33.70528415401689,2.408445483154394,556.5825680303591,379.6508464457608,388.4351416142171,1081.5975,103.51750000000004,4.476249999999936,1481.79375,636.90875,430.2224999999999,12.336250000000009,2368.51625,1527.06125,2041.3175,101.59750000000008,11.76750000000004,-0.0237500000000636,7.668750000000045,-12.341249999999944,-7.4025000000001455,0.9612500000000068,225.3912499999999,176.43624999999997,119.94250000000012,11.375,0.75,0.06250000000000022,40.37499999999997,13.25,9.25,0.25,68.56250000000006,31.3125,69.375,A
331.0023644020732,67.62387865605338,1.0910597926694818,272.28271890040725,94.96764994446495,65.71396334690853,7.883518604220651,630.0752883191411,527.4676244909292,531.6809292854499,1501.38625,284.22125000000005,7.9525000000001,1794.12375,1256.8725,801.915,27.883749999999992,2575.97875,1871.42875,2347.69,135.01125000000002,30.97125000000005,0.0775000000001,48.12374999999997,-3.3775000000000546,-0.7100000000000364,5.383749999999992,249.97875,296.55375000000004,214.56500000000003,26.25,2.25,0.12500000000000003,84.125,38.49999999999997,26.3125,0.5,143.0625,71.93750000000003,128.9375,B
225.27378841169948,20.799975934838965,2.9633848574601633,145.98777628656063,36.049932895224075,30.96583024805626,2.9289684376157092,442.0942613846723,341.3319529803776,322.7681853942985,980.5025,82.61000000000001,7.102499999999964,1384.73375,547.2437500000001,388.8325,10.643750000000011,2192.225,1439.605,1897.49375,95.00250000000004,9.860000000000014,2.602499999999964,-23.7662499999999,-11.381249999999907,-5.792500000000018,2.143750000000012,120.22499999999992,145.48000000000002,69.49375000000009,9.125,0.5625,0.12499999999999978,33.125,10.125,7.75,0.25,55.0625,26.75,60.0625,B
275.03765410958897,38.37566641984446,1.3597213994817463,206.494313217327,67.2795126804886,52.423950388745055,4.8758519992595435,523.1539286375418,407.41341725286946,431.93119446501294,1285.95375,159.67499999999995,6.857500000000073,1622.64,882.8387499999999,587.8400000000001,16.92625000000001,2382.76125,1661.14,2161.53125,102.8287499999999,17.049999999999955,0.4825000000000727,3.1400000000001,-4.661250000000109,-0.5349999999998545,3.1762500000000102,168.01125000000002,182.5150000000001,141.15625,16.625,1.1875,0.125,55.375,21.4375,14.75,0.375,91.8125,44.4375,91.9375,B
322.9363879118844,65.89342882265827,2.8024731580896143,287.8261491114402,109.46083533876336,77.64571871529049,7.028369122547205,631.2231094964828,499.2851726212514,516.7444770455386,1493.30875,289.02625,7.605000000000018,1791.80375,1259.96625,801.8362499999998,28.125,2571.24375,1818.00125,2317.5825,124.30874999999992,27.651250000000005,2.230000000000018,63.92875000000004,7.216249999999945,9.586249999999836,4.125,249.9937500000001,272.50125,197.5825,26.1875,2.25,0.1875,87.5,39.24999999999997,27.125,0.5625,145.93750000000006,73.0,133.0,B
300.45475657164,49.44506571640129,3.784869029988984,235.42600425768242,81.78700157349137,61.560527582377034,6.247921140318392,569.616501758608,437.19602786005197,463.26051832654576,1383.1725,207.99749999999997,7.556250000000091,1687.1375,999.19125,655.2350000000001,21.88499999999999,2449.2962500000003,1713.84625,2207.785,114.5474999999999,22.372499999999945,3.806250000000091,18.887500000000045,-2.058749999999918,0.9850000000001272,4.259999999999991,202.9212500000001,206.72125000000003,158.66000000000008,19.6875,1.437500000000007,0.125,63.875,26.8125,18.25,0.375,105.87500000000006,50.0,99.0,B
316.77494183040335,70.43616339193376,4.906964408824534,274.96405635987594,100.58369053774571,73.19712297483649,8.716697690451554,612.8280235263703,449.85712943812456,512.410935022406,1529.10625,327.30999999999995,8.478749999999991,1809.3525,1207.66125,777.1037500000002,31.514999999999983,2585.59625,1775.5324999999998,2339.4975,112.23125000000005,28.184999999999945,4.728749999999991,49.10249999999997,2.786250000000109,6.228750000000218,5.889999999999986,224.59625000000003,215.6574999999998,188.74749999999997,26.125,2.3125,0.125,78.625,34.0625,23.312499999999986,0.5,136.5625,62.625,132.875,B
250.17004869010682,30.43087125129264,1.3373599620821317,208.12709238193722,59.044658307480226,45.63319243364371,3.038732333678053,548.0457760255085,368.2479373491899,408.19658609100316,1240.18625,148.33249999999998,4.681250000000091,1596.07,792.92875,518.5162500000001,16.98750000000001,2471.9212500000003,1602.39125,2165.1712500000003,86.06124999999997,10.457499999999982,0.556250000000091,16.694999999999936,-2.946249999999964,-0.2337499999998726,1.1125000000000114,191.9212500000001,150.0162499999999,118.0462500000001,14.625,1.0625,0.125,50.4375,17.0,11.875,0.3125,84.6875,39.4375,89.125,B
243.82745604963813,33.08934677697351,-1.369762581868412,181.89093717683565,46.18905377456043,35.01698035160312,3.0871940710099857,511.896004825922,365.3842877456049,379.5748241985523,1261.075,152.44500000000005,4.068749999999909,1625.85875,867.3199999999999,559.7600000000002,16.69999999999999,2474.685,1631.94375,2188.44,79.82500000000005,13.32000000000005,-1.431250000000091,1.1087500000001,-14.430000000000064,-8.489999999999782,1.4499999999999886,163.30999999999997,149.1937499999999,97.81500000000004,17.3125,1.1875,0.18749999999999997,59.0,21.25000000000003,14.812500000000014,0.4375,100.5,46.5,99.3125,B
273.78326870044816,57.032287142364666,0.12223672871433659,198.78482290589452,64.30477723198904,45.12673862461201,6.106009996552911,513.7279481213374,435.7123556532229,413.08827947259584,1423.3875,251.29,6.4837500000001,1683.39625,1067.40875,683.2937499999998,24.16,2478.6525,1718.7937499999998,2235.47375,79.76250000000005,24.414999999999964,-1.0162499999999,-8.103749999999991,-21.091249999999945,-14.081250000000182,3.5349999999999966,132.02749999999992,210.91874999999985,98.59875000000012,22.43749999999997,1.8125,0.125,70.5,29.375,19.8125,0.5,119.8125,58.3125,110.875,B
338.6729020165459,93.9060496380559,6.982312564632913,329.5040942778353,118.71381334022752,85.09307609445025,11.768100224060662,649.1818153223028,527.5240020682525,556.7160638572907,1582.58875,410.0750000000001,9.313750000000027,1843.7525,1298.2725,835.1387500000001,36.75874999999999,2594.44625,1803.255,2363.67625,125.58874999999988,42.200000000000045,7.438750000000027,98.62750000000004,10.647500000000036,12.263750000000073,8.508749999999992,259.94625,308.6300000000001,229.30125,28.5625,2.8125,0.1250000000000001,86.3125,36.93750000000003,25.375,0.5625,144.75,69.9375,139.5625,B
268.73546061702865,51.373525077559506,5.20901585660119,160.21802869700102,71.40223155808339,51.02310194760446,6.39821009996554,486.86864615649796,333.24349620820414,368.91412228541896,1406.69625,244.47125000000003,7.480000000000018,1628.75125,1055.99875,669.6437500000002,25.08250000000001,2438.6925,1607.2575000000002,2173.49375,78.94624999999996,19.47125000000005,5.230000000000018,-39.37374999999997,-12.376250000000027,-6.356249999999818,3.83250000000001,108.56750000000012,107.50750000000016,54.36875000000009,20.81249999999997,1.75,0.1875,63.625,26.5,17.750000000000014,0.5,107.5,50.625,102.9375,B
240.16856210662732,27.012238985560906,2.4308547760088675,110.14996066271753,59.71701221769723,47.3331654942615,3.6064360422065764,399.45953304331726,127.3056039429843,421.265970011107,1116.53625,123.5575,6.488749999999982,1193.66875,716.2750000000001,489.8800000000001,17.733749999999986,2024.94875,898.9362500000002,2029.885,89.53625000000011,9.432500000000005,1.8637499999999816,-13.956249999999956,2.150000000000091,4.255000000000109,1.7337499999999864,101.57375000000002,5.6862500000002,162.51,12.5625,0.9375,0.125,36.8125,15.9375,11.5625,0.4375,68.125,20.625,76.8125,B
303.4744799207169,67.57630989314029,4.6579558772837135,255.60365089624275,89.709226128921,62.64244441571854,7.210854015856601,596.2298582385384,439.3645889348502,491.74673474663905,1500.84125,305.375,7.980000000000018,1772.44125,1192.59,753.9812499999998,22.4375,2568.06875,1746.1725,2314.6525,102.09124999999996,28.0,4.480000000000018,36.31625000000008,-4.285000000000082,-0.7687500000001819,4.5625,210.6937499999999,209.67250000000013,172.40249999999992,25.625,2.25,0.1250000000000001,78.1875,34.5,23.625,0.5625,131.06249999999994,64.625,123.75,B
