mu11,mu12,mu13,mu14,mu15,mu16,mu17,mu18,mu19,mu110,max11,max12,max13,max14,max15,max16,max17,max18,max19,max110,med11,med12,med13,med14,med15,med16,med17,med18,med19,med110,grad11,grad12,grad13,grad14,grad15,grad16,grad17,grad18,grad19,grad110,mu21,mu22,mu23,mu24,mu25,mu26,mu27,mu28,mu29,mu210,max21,max22,max23,max24,max25,max26,max27,max28,max29,max210,med21,med22,med23,med24,med25,med26,med27,med28,med29,med210,grad21,grad22,grad23,grad24,grad25,grad26,grad27,grad28,grad29,grad210,mu31,mu32,mu33,mu34,mu35,mu36,mu37,mu38,mu39,mu310,max31,max32,max33,max34,max35,max36,max37,max38,max39,max310,med31,med32,med33,med34,med35,med36,med37,med38,med39,med310,grad31,grad32,grad33,grad34,grad35,grad36,grad37,grad38,grad39,grad310,label
131.57933823529424,8.06308823529409,-1.0472549019608661,525.389387254902,251.25710784313716,190.94176470588258,4.6331372549019525,800.5401715686274,512.9482843137254,964.9833578431374,457.9837500000001,27.467499999999973,-0.2850000000000818,1454.92125,758.1125,533.7800000000002,11.914999999999992,2195.48625,1416.3625,2089.96375,67.9837500000001,4.342499999999973,-1.160000000000082,309.2962500000001,158.23749999999995,136.2800000000002,3.914999999999992,431.9862499999999,341.36249999999995,968.96375,18.9375,1.3125,0.06250000000000006,63.8125,27.0625,18.5,0.4375,107.37499999999994,56.1875,105.31250000000006,869.12625,60.70499999999996,0.2849999999999181,1637.31375,961.2100000000002,639.8800000000001,16.25249999999999,2373.68375,1687.475,2234.9562499999993,1158.35875,93.34249999999996,1.464999999999918,1683.54625,1013.8625,666.0300000000002,19.164999999999992,2415.36125,1789.6125,2276.46375,898.2337500000001,60.59249999999997,0.3399999999999181,1665.48375,995.6125,655.2800000000002,16.664999999999992,2399.11125,1722.6125,2256.27625,19.0,1.4375,0.1875,17.125000000000114,17.187500000000114,9.5,0.3125,18.8125,21.250000000000114,13.0625,1280.0849999999998,140.87625,2.851249999999918,1558.5887500000003,772.5625,521.2162500000003,20.043749999999992,2347.25375,1756.884999999999,2182.406249999999,1310.98375,170.34249999999997,3.714999999999918,1678.92125,990.3625,648.1550000000002,20.539999999999992,2413.98625,1795.7375,2275.21375,1292.48375,145.34249999999997,2.964999999999918,1569.60875,776.3625,521.2175000000002,20.164999999999992,2355.36125,1766.3,2193.83875,7.125000000000114,1.3125,0.1875000000000001,-0.9999999999998863,-2.7499999999998863,-1.6875,0.1875,-0.3125,0.8750000000001137,-0.375,A
59.562720588235315,3.2652696078430825,-0.12401960784318267,311.5897549019608,105.16460784313726,86.85803921568649,1.9983333333333253,428.5428186274509,266.7730637254902,593.2257352941176,208.88625,10.841249999999944,0.2999999999999545,999.0775,327.395,253.26000000000025,5.414999999999992,1525.12125,825.36375,1590.2625,31.886250000000015,1.8412499999999452,-0.2000000000000454,161.3275000000001,67.76999999999998,60.88500000000022,1.664999999999992,169.99624999999992,155.36374999999998,397.7625000000001,9.0,0.5,0.06250000000000004,38.5,11.1875,8.375,0.3125,63.81250000000006,29.3125,65.5625,453.48375,25.063749999999946,0.8274999999999545,1322.7350000000004,493.035,350.4700000000003,7.657499999999991,2085.57375,1181.05875,1864.34,675.13625,39.591249999999945,1.4249999999999543,1448.4525,569.02,393.5100000000002,9.289999999999992,2298.62125,1379.48875,1978.2625,457.57375,24.903749999999945,0.7999999999999545,1365.2025,514.645,363.3850000000002,7.789999999999992,2157.55875,1216.61375,1897.825,10.0,0.625,0.1875,24.750000000000114,10.0625,6.0625,0.1875,45.187500000000114,21.5625,20.937499999999886,903.5449999999997,63.82124999999993,2.1899999999999546,1390.8950000000002,488.885,350.0125000000003,10.341249999999992,2296.51,1441.9862499999997,1934.938750000001,1000.63625,80.84124999999995,2.7999999999999545,1454.2025,569.645,393.8850000000002,10.789999999999992,2325.49625,1459.61375,1986.5125,935.57375,65.52874999999995,2.2999999999999545,1404.64,496.27,354.3850000000002,10.414999999999992,2307.18375,1447.67625,1949.3875,7.5,0.625,0.1875,1.1250000000001137,0.3125,0.1875,0.1875,2.3125,4.000000000000227,1.0625,A
78.1613480392157,4.082671568627396,0.09085784313721852,332.1017401960785,125.5393137254903,104.9798039215684,2.4340441176470486,509.2800245098039,294.73713235294116,667.6272549019608,264.79125,13.903749999999944,0.3212499999999636,1051.00125,396.1300000000001,308.7199999999998,6.19874999999999,1654.34375,895.28125,1659.49,43.91624999999999,2.028749999999945,0.0712499999999636,167.50125000000003,80.25500000000011,73.4699999999998,2.0737499999999898,227.59375,173.28125,519.365,11.0625,0.625,0.06250000000000001,41.125,13.5625,10.125,0.375,68.375,32.1875,71.875,555.55875,32.39124999999994,0.9412499999999636,1342.97375,597.1900000000002,421.8899999999999,8.941249999999991,2057.51375,1229.20875,1891.2100000000003,806.41625,51.403749999999945,1.6962499999999636,1450.00125,687.0050000000001,467.4699999999998,10.82374999999999,2197.59375,1401.40625,1985.615,563.79125,32.153749999999945,0.9462499999999636,1381.68875,624.1300000000001,437.7199999999998,9.13624999999999,2109.78125,1265.03125,1919.8025,12.0,0.9375,0.125,23.562500000000114,12.4375,7.4375,0.1875,35.5,21.5625,18.062499999999886,1025.0375,83.51874999999994,2.7887499999999643,1392.3099999999997,598.57,416.4499999999999,12.24249999999999,2180.5325,1441.64875,1947.97375,1100.79125,106.40374999999996,3.571249999999964,1453.50125,687.7550000000001,467.4699999999998,12.82374999999999,2209.21875,1457.03125,1992.49,1059.66625,85.84124999999995,2.821249999999964,1403.87625,607.4425000000001,420.9699999999998,12.44874999999999,2190.34375,1445.46875,1959.99,8.062500000000114,0.8125,0.06250000000000022,0.6250000000001137,0.5,0.0625,0.1875,1.3125,2.9375,0.9374999999998863,A
221.20269607843144,13.453676470588281,-0.9005637254902324,688.4585784313725,393.71401960784317,278.2160784313726,6.689142156862754,1031.9112009803926,671.8390441176471,1172.5353186274508,737.8375000000001,47.137500000000045,-0.1162500000000363,1681.7625,1093.665,729.395,16.70875000000001,2446.78375,1659.10375,2277.73875,121.21250000000008,7.1375000000000455,-0.9912500000000364,506.0125000000001,262.165,210.645,5.833750000000009,736.28375,544.72875,1373.23875,27.4375,2.0,0.0625,84.0625,41.625,27.1875,0.625,143.3125,71.0,126.125,1196.3025,104.14750000000004,1.1062499999999635,1797.595,1247.3225,813.2375,23.09125000000001,2526.8987500000003,1832.3862499999998,2355.8862500000005,1444.4625,159.51250000000005,2.883749999999964,1823.7625,1283.79,834.145,27.45875000000001,2542.40875,1883.97875,2373.61375,1246.9625,104.07500000000005,1.0712499999999636,1816.2625,1263.9775,821.3325,23.58375000000001,2538.34625,1856.60375,2368.61375,26.0,2.375,0.1875,11.937499999999886,16.625,9.625,0.4375,9.500000000000227,15.812500000000114,8.062500000000227,1471.0924999999997,239.65250000000006,5.156249999999964,1704.625000000001,990.24,644.8475,29.24125,2479.5575,1839.8775,2294.6562499999995,1498.3375,288.88750000000005,6.508749999999964,1814.7625,1238.915,798.395,29.95875000000001,2537.40875,1884.10375,2368.36375,1477.9625,247.13750000000005,5.508749999999964,1714.0125,992.8525,644.3325,29.45875000000001,2485.03375,1845.97875,2302.73875,3.75,2.125,0.375,-1.125,-3.375,-2.5,0.25,-0.6249999999997726,-0.0625,-0.5624999999997726,A
69.81747549019614,3.064215686274487,0.33762254901960786,332.13245098039226,124.60137254901969,104.52928921568633,2.9683333333333244,462.36943627450984,289.0566176470589,660.9839215686275,242.62875000000008,10.774999999999975,0.78125,1067.63,380.4200000000001,300.5562500000001,7.259999999999991,1603.15375,893.2625,1700.18,38.25375000000008,1.3999999999999773,0.28125,167.1300000000001,84.04500000000007,75.68125000000009,2.759999999999991,187.77874999999997,168.13750000000005,486.18000000000006,10.4375,0.5625,0.0625,41.5,12.5625,9.6875,0.3125,66.5,31.9375,72.25,518.06375,27.214999999999982,1.52125,1383.9825000000003,564.995,411.4612500000001,10.33249999999999,2099.5937499999995,1254.0149999999999,1965.605,764.1287500000001,44.52499999999998,2.28125,1506.63,652.6700000000001,461.8062500000001,12.634999999999993,2280.52875,1449.3875,2080.8050000000003,523.5662500000001,26.774999999999977,1.46875,1424.505,588.2950000000001,425.4937500000001,10.509999999999993,2163.15375,1290.7625,1996.6175,11.25,0.8125,0.1875,24.6875,10.9375,7.0625,0.2500000000000009,41.24999999999977,22.249999999999886,19.875000000000114,1008.2362500000002,76.50749999999996,3.59875,1462.1412500000006,581.055,423.13750000000016,13.963749999999994,2279.7025000000003,1511.697500000001,2061.40125,1107.00375,100.52499999999998,4.78125,1514.63,655.2950000000001,463.3062500000001,14.634999999999993,2303.52875,1529.0125,2096.6800000000003,1043.56625,78.39999999999998,3.65625,1475.9425,591.4825000000001,429.1187500000001,14.134999999999993,2288.34125,1517.575,2075.3675000000003,8.25,1.0,0.1875,1.0,0.5,0.25,0.1875,2.1249999999997726,3.6875,1.5,A
93.98365196078431,4.809019607843128,-0.5403431372547928,430.5106862745098,156.44022058823538,132.54671568627464,3.149828431372563,623.749044117647,393.3240686274509,825.5362254901963,334.97875,17.38499999999999,-0.1824999999998908,1297.545,499.0137500000001,384.63250000000016,8.578750000000014,1997.76375,1135.1525,1937.3475,48.72874999999999,2.259999999999991,-0.5574999999998909,230.92000000000007,95.63875000000009,93.50750000000016,2.5787500000000136,268.6387500000001,261.5274999999999,720.0975000000001,14.625,0.9375,0.06250000000000003,53.0625,17.625,12.8125,0.375,87.56250000000006,40.8125,91.8125,694.3512500000002,41.39249999999999,0.8125000000001091,1554.7,726.03875,508.1125000000001,12.383750000000013,2348.75125,1460.3449999999998,2133.1,989.22875,66.50999999999999,1.8175000000001087,1643.295,818.2637500000001,553.3825000000002,15.078750000000014,2457.01375,1614.0275,2207.8475,708.60375,40.88499999999999,0.8175000000001091,1588.7325,757.9512500000001,525.9450000000002,12.641250000000014,2394.76375,1497.5275,2157.91,15.0625,1.125,0.125,21.9375,14.75,8.8125,0.3125,33.3125,22.375000000000114,15.312499999999886,1207.4699999999998,110.85375,3.420000000000109,1583.9712500000005,718.525,495.56,17.040000000000017,2434.57125,1640.9499999999998,2172.1725,1272.60375,143.51,4.567500000000109,1644.92,818.5137500000001,553.2575000000002,17.703750000000014,2463.13875,1655.6525,2211.8475,1244.85375,113.6975,3.505000000000109,1594.9825,727.9512500000001,500.57000000000016,17.453750000000014,2442.76375,1644.465,2182.785,9.000000000000114,1.0625,0.06250000000000022,0.3125,0.1875,0.125,0.3125,1.0,2.5625000000001137,0.5625,A
43.90367647058832,2.188455882352982,-0.3074509803922205,226.95639705882337,79.26406862745097,69.10093137254906,2.114558823529413,317.63997549019615,217.65919117647064,512.9652450980392,155.3375000000001,7.423750000000041,0.0699999999999363,796.3387499999999,251.8425,204.52250000000004,5.342500000000001,1204.70125,687.9312500000001,1447.8525,23.21250000000009,1.173750000000041,-0.3050000000000636,101.96374999999988,50.71749999999997,49.77250000000004,1.7175000000000011,120.32625000000009,126.55625000000008,320.4775,7.1875,0.375,0.06250000000000003,31.8125,8.75,6.5625,0.2500000000000002,52.24999999999994,24.1875,57.5625,355.71000000000015,18.58875000000004,0.6624999999999364,1175.67625,395.8549999999999,295.7925,7.5175,1880.69125,1033.75375,1747.8225,545.8375000000001,30.29875000000004,1.3199999999999363,1340.08875,470.5925,341.39750000000004,8.967500000000001,2174.70125,1239.05625,1875.3525,356.9000000000001,18.36125000000004,0.6949999999999363,1224.02625,412.655,306.64750000000004,7.592500000000001,1966.51375,1065.74375,1783.665,8.25,0.5000000000000009,0.12500000000000003,26.25,8.25,5.4375,0.25,46.8125,19.875,23.0,775.8949999999998,51.58875000000003,2.3037499999999365,1307.2487499999995,418.16124999999977,314.27125,10.00625,2209.78375,1322.4387499999998,1842.647500000001,891.3375000000001,67.42375000000004,3.1949999999999363,1356.96375,474.0925,344.14750000000004,10.3425,2235.57625,1343.55625,1890.3525,804.0875000000001,52.92375000000004,2.3199999999999363,1324.65125,427.2175,320.08500000000004,10.0925,2216.51375,1331.86875,1859.79,6.875,0.5,0.0625,2.0,0.5625,0.5625,0.1875,3.9375,4.625,1.75,A
93.43181372549023,4.276176470588272,-0.6075245098040216,405.2862745098038,155.82553921568623,126.32625000000007,3.3501225490195963,604.3269117647059,374.02088235294116,803.3868872549018,331.39750000000004,16.335000000000036,-0.1712500000001,1256.85,486.8525,367.7012500000001,8.543749999999989,1955.7975,1103.815,1918.29375,48.39750000000004,1.7100000000000364,-0.6712500000001,203.4749999999999,98.10249999999996,87.70125000000007,2.7937499999999886,259.9224999999999,232.69000000000003,674.54375,14.5625,0.75,0.1875,51.4375,16.8125,12.125,0.375,84.5625,40.375,90.5625,679.91,39.345000000000034,0.7262499999998999,1529.2150000000004,699.6925,487.06875,12.01874999999999,2325.1275000000005,1433.3775000000003,2119.05125,963.7725,62.83500000000004,1.7037499999999,1620.725,779.9775,528.5762500000001,14.293749999999989,2439.2975,1588.065,2192.66875,694.2725,39.08500000000004,0.7037499999999,1565.9125,731.165,505.0762500000001,12.293749999999989,2373.735,1471.315,2144.98125,14.75,1.0,0.06250000000000003,23.6875,14.312499999999886,8.625,0.6875,35.12499999999977,23.125,16.499999999999886,1172.41,103.03875,3.0674999999999,1552.2350000000004,669.2224999999999,466.12125,16.02999999999999,2411.7012499999996,1611.4075000000003,2146.330000000001,1234.2725,131.83500000000004,4.0787499999999,1621.85,779.4775,528.0762500000001,16.66874999999999,2444.6725,1626.815,2195.29375,1208.46,105.77250000000004,3.0787499999999,1562.9125,677.79,470.2012500000001,16.29374999999999,2420.2975,1615.315,2156.91875,8.4375,1.0624999999999858,0.0625,0.2500000000002274,-0.125,-0.125,0.1875,0.8125000000002274,2.6250000000002274,0.5,A
147.26107843137262,8.287450980392125,-0.21134803921563167,573.514387254902,244.33078431372533,190.53004901960762,4.662401960784313,857.8234068627453,541.3621323529412,1041.8787009803923,515.065,29.534999999999968,0.2837500000000545,1528.17125,746.7449999999999,533.7824999999998,11.7825,2291.80625,1408.03125,2154.3762500000003,77.44000000000005,4.159999999999968,-0.2162499999999454,374.4212500000001,152.9949999999999,137.0324999999998,4.157499999999999,503.6812500000001,420.65625,1145.62625,21.0625,1.4375,0.06250000000000001,68.1875,26.25,18.375,0.4375,113.62500000000006,56.0625,119.5,971.0750000000003,69.97999999999996,1.6062500000000546,1708.37375,992.51,663.8499999999999,17.1,2463.48625,1649.88375,2277.3662500000005,1285.565,111.90999999999995,2.9087500000000546,1764.17125,1073.62,703.5324999999998,21.0325,2508.68125,1746.90625,2317.1262500000003,1005.315,69.22249999999997,1.5337500000000546,1733.60875,1030.12,684.4699999999998,17.4075,2486.55625,1680.09375,2294.3762500000003,21.375,1.8125,0.18750000000000003,16.125000000000114,18.5625,10.4375,0.3125,17.874999999999773,19.0625,10.625,1411.8900000000003,184.615,4.9450000000000545,1694.8850000000002,929.7449999999994,613.3574999999997,24.05374999999999,2474.0525000000002,1740.2475,2274.028750000001,1441.69,236.285,6.283750000000055,1764.17125,1072.12,701.0324999999998,25.1575,2508.80625,1759.15625,2317.3762500000003,1425.565,189.8475,5.158750000000055,1704.98375,941.995,618.6574999999998,24.5325,2479.99375,1748.21875,2282.1887500000003,7.4375,1.812500000000007,0.1875,-0.125,-0.6875,-0.5625,0.25,0.0,1.1875,0.1875,A
109.47205882352944,5.882769607843146,-0.3182598039216141,462.7976225490196,183.48051470588229,147.53553921568627,3.865931372549014,697.1670098039216,415.07237745098024,881.7203921568625,385.0750000000001,20.83375000000001,-0.0437500000000454,1334.36625,569.5687499999999,417.9375,9.662499999999994,2075.1425,1162.50375,1974.365,57.575000000000045,2.958750000000009,-0.4187500000000455,267.11625000000004,111.81874999999992,106.3125,3.2874999999999943,341.6424999999999,286.00374999999985,836.115,15.937500000000028,1.0625,0.06250000000000004,55.8125,19.8125,14.0625,0.43750000000000044,93.87499999999994,43.25,95.375,758.2999999999998,47.86625,0.9312499999999545,1548.8987500000003,778.7012499999998,529.6125,13.364999999999995,2347.1075,1445.2187500000002,2133.3225,1045.95,75.33375000000001,1.9562499999999543,1615.86625,849.0687499999999,564.1875,16.037499999999994,2426.5175,1571.62875,2188.74,777.95,47.52125000000001,0.9562499999999544,1578.67875,811.1937499999999,547.375,13.599999999999994,2383.455,1478.62875,2154.5525,16.25,1.1875,0.1875,18.8125,15.0625,8.5,0.3125,26.3125,20.187499999999886,13.562499999999886,1226.6350000000002,122.22875,3.0337499999999546,1546.3562499999994,730.6975000000003,496.98375,18.008749999999992,2396.08625,1584.1937500000004,2146.782499999999,1274.7,156.58375,3.8312499999999545,1615.74125,847.3187499999999,562.4375,19.037499999999994,2428.2675,1598.00375,2189.49,1259.6375,125.33375,3.0812499999999545,1554.17875,736.3187499999999,499.625,18.412499999999994,2401.8925,1587.94125,2154.1775,7.8125,1.125,0.1875000000000001,0.0625,-0.75,-0.4375,0.1875,0.375,1.75,0.3125,A
