mu11,mu12,mu13,mu14,mu15,mu16,mu17,mu18,mu19,mu110,max11,max12,max13,max14,max15,max16,max17,max18,max19,max110,med11,med12,med13,med14,med15,med16,med17,med18,med19,med110,grad11,grad12,grad13,grad14,grad15,grad16,grad17,grad18,grad19,grad110,mu21,mu22,mu23,mu24,mu25,mu26,mu27,mu28,mu29,mu210,max21,max22,max23,max24,max25,max26,max27,max28,max29,max210,med21,med22,med23,med24,med25,med26,med27,med28,med29,med210,grad21,grad22,grad23,grad24,grad25,grad26,grad27,grad28,grad29,grad210,label
131.57933823529424,8.06308823529409,-1.0472549019608661,525.389387254902,251.25710784313716,190.94176470588258,4.6331372549019525,800.5401715686274,512.9482843137254,964.9833578431374,457.9837500000001,27.467499999999973,-0.2850000000000818,1454.92125,758.1125,533.7800000000002,11.914999999999992,2195.48625,1416.3625,2089.96375,67.9837500000001,4.342499999999973,-1.160000000000082,309.2962500000001,158.23749999999995,136.2800000000002,3.914999999999992,431.9862499999999,341.36249999999995,968.96375,18.9375,1.3125,0.06250000000000006,63.8125,27.0625,18.5,0.4375,107.37499999999994,56.1875,105.31250000000006,1143.09875,114.1525,1.9958333333332514,1584.8304166666665,835.4450000000002,560.7708333333335,18.77999999999999,2356.06375,1733.7483333333328,2199.922916666666,1310.98375,170.34249999999997,3.714999999999918,1683.54625,1013.8625,666.0300000000002,20.539999999999992,2415.36125,1795.7375,2276.46375,1270.29625,122.84249999999996,2.339999999999918,1607.54625,866.7375,579.1550000000002,19.789999999999992,2370.36125,1755.2375,2219.27625,19.0,1.4375,0.12499999999999994,17.125000000000114,17.187500000000114,9.5,0.3125,18.8125,21.250000000000114,13.0625,A
59.562720588235315,3.2652696078430825,-0.12401960784318267,311.5897549019608,105.16460784313726,86.85803921568649,1.9983333333333253,428.5428186274509,266.7730637254902,593.2257352941176,208.88625,10.841249999999944,0.2999999999999545,999.0775,327.395,253.26000000000025,5.414999999999992,1525.12125,825.36375,1590.2625,31.886250000000015,1.8412499999999452,-0.2000000000000454,161.3275000000001,67.76999999999998,60.88500000000022,1.664999999999992,169.99624999999992,155.36374999999998,397.7625000000001,9.0,0.5,0.06250000000000004,38.5,11.1875,8.375,0.3125,63.81250000000006,29.3125,65.5625,753.524583333333,50.90208333333326,1.7358333333332878,1368.175,490.26833333333326,350.1650000000003,9.446666666666658,2226.1979166666665,1355.010416666667,1911.4058333333342,1000.63625,80.84124999999995,2.7999999999999545,1454.2025,569.645,393.8850000000002,10.789999999999992,2325.49625,1459.61375,1986.5125,838.13625,53.903749999999945,1.9249999999999543,1393.7025,502.4575,357.1350000000002,10.164999999999992,2284.12125,1433.05125,1935.1375,10.0,0.625,0.1875,24.750000000000114,10.0625,6.0625,0.1875,45.187500000000114,21.5625,20.937499999999886,A
78.1613480392157,4.082671568627396,0.09085784313721852,332.1017401960785,125.5393137254903,104.9798039215684,2.4340441176470486,509.2800245098039,294.73713235294116,667.6272549019608,264.79125,13.903749999999944,0.3212499999999636,1051.00125,396.1300000000001,308.7199999999998,6.19874999999999,1654.34375,895.28125,1659.49,43.91624999999999,2.028749999999945,0.0712499999999636,167.50125000000003,80.25500000000011,73.4699999999998,2.0737499999999898,227.59375,173.28125,519.365,11.0625,0.625,0.06250000000000001,41.125,13.5625,10.125,0.375,68.375,32.1875,71.875,868.5445833333331,66.47624999999996,2.17291666666663,1375.8645833333333,598.11,418.2633333333332,11.142083333333325,2139.52625,1370.8354166666666,1929.0524999999996,1100.79125,106.40374999999996,3.571249999999964,1453.50125,687.7550000000001,467.4699999999998,12.82374999999999,2209.21875,1457.03125,1992.49,972.10375,70.21624999999995,2.383749999999964,1397.87625,612.8175000000001,426.6574999999998,11.94874999999999,2174.28125,1431.40625,1948.49,12.0,0.8125,0.125,23.562500000000114,12.4375,7.4375,0.1875,35.5,21.5625,18.062499999999886,A
221.20269607843144,13.453676470588281,-0.9005637254902324,688.4585784313725,393.71401960784317,278.2160784313726,6.689142156862754,1031.9112009803926,671.8390441176471,1172.5353186274508,737.8375000000001,47.137500000000045,-0.1162500000000363,1681.7625,1093.665,729.395,16.70875000000001,2446.78375,1659.10375,2277.73875,121.21250000000008,7.1375000000000455,-0.9912500000000364,506.0125000000001,262.165,210.645,5.833750000000009,736.28375,544.72875,1373.23875,27.4375,2.0,0.0625,84.0625,41.625,27.1875,0.625,143.3125,71.0,126.125,1379.495833333333,194.4841666666667,3.8062499999999635,1735.6150000000002,1075.9341666666664,700.9774999999998,27.19125,2495.337916666667,1837.380416666667,2315.0662499999994,1498.3375,288.88750000000005,6.508749999999964,1823.7625,1283.79,834.145,29.95875000000001,2542.40875,1884.10375,2373.61375,1453.65,209.51250000000005,4.321249999999964,1757.3875,1124.6025,726.5825,28.95875000000001,2506.90875,1849.22875,2331.80125,26.0,2.375,0.375,11.937499999999886,16.625,9.625,0.4375,9.500000000000227,15.812500000000114,8.062500000000227,A
69.81747549019614,3.064215686274487,0.33762254901960786,332.13245098039226,124.60137254901969,104.52928921568633,2.9683333333333244,462.36943627450984,289.0566176470589,660.9839215686275,242.62875000000008,10.774999999999975,0.78125,1067.63,380.4200000000001,300.5562500000001,7.259999999999991,1603.15375,893.2625,1700.18,38.25375000000008,1.3999999999999773,0.28125,167.1300000000001,84.04500000000007,75.68125000000009,2.759999999999991,187.77874999999997,168.13750000000005,486.18000000000006,10.4375,0.5625,0.0625,41.5,12.5625,9.6875,0.3125,66.5,31.9375,72.25,844.8454166666669,60.07666666666663,2.90625,1436.0883333333338,575.7016666666667,419.2454166666668,12.753333333333325,2219.66625,1425.8033333333333,2029.4691666666668,1107.00375,100.52499999999998,4.78125,1514.63,655.2950000000001,463.3062500000001,14.634999999999993,2303.52875,1529.0125,2096.6800000000003,940.94125,62.64999999999998,3.03125,1462.505,590.5450000000001,427.8062500000001,13.572499999999993,2269.96625,1503.325,2055.6175000000003,11.25,0.8125,0.1875,24.6875,10.9375,7.0625,0.2500000000000009,41.24999999999977,22.249999999999886,19.875000000000114,A
93.98365196078431,4.809019607843128,-0.5403431372547928,430.5106862745098,156.44022058823538,132.54671568627464,3.149828431372563,623.749044117647,393.3240686274509,825.5362254901963,334.97875,17.38499999999999,-0.1824999999998908,1297.545,499.0137500000001,384.63250000000016,8.578750000000014,1997.76375,1135.1525,1937.3475,48.72874999999999,2.259999999999991,-0.5574999999998909,230.92000000000007,95.63875000000009,93.50750000000016,2.5787500000000136,268.6387500000001,261.5274999999999,720.0975000000001,14.625,0.9375,0.06250000000000003,53.0625,17.625,12.8125,0.375,87.56250000000006,40.8125,91.8125,1036.4304166666664,87.70000000000002,2.5508333333334425,1574.2141666666666,721.0295833333333,499.7441666666668,15.487916666666685,2405.964583333334,1580.7483333333332,2159.1483333333335,1272.60375,143.51,4.567500000000109,1644.92,818.5137500000001,553.3825000000002,17.703750000000014,2463.13875,1655.6525,2211.8475,1163.35375,92.0725,2.692500000000109,1593.045,737.6387500000001,509.00750000000016,16.641250000000014,2432.07625,1630.9025,2175.8475,15.0625,1.125,0.125,21.9375,14.75,8.8125,0.3125,33.3125,22.375000000000114,15.312499999999886,A
43.90367647058832,2.188455882352982,-0.3074509803922205,226.95639705882337,79.26406862745097,69.10093137254906,2.114558823529413,317.63997549019615,217.65919117647064,512.9652450980392,155.3375000000001,7.423750000000041,0.0699999999999363,796.3387499999999,251.8425,204.52250000000004,5.342500000000001,1204.70125,687.9312500000001,1447.8525,23.21250000000009,1.173750000000041,-0.3050000000000636,101.96374999999988,50.71749999999997,49.77250000000004,1.7175000000000011,120.32625000000009,126.55625000000008,320.4775,7.1875,0.375,0.06250000000000003,31.8125,8.75,6.5625,0.2500000000000002,52.24999999999994,24.1875,57.5625,635.8333333333335,40.58875000000003,1.756666666666603,1263.3912499999997,410.7258333333332,308.1116666666667,9.176666666666666,2100.0862500000003,1226.2104166666663,1811.0391666666674,891.3375000000001,67.42375000000004,3.1949999999999363,1356.96375,474.0925,344.14750000000004,10.3425,2235.57625,1343.55625,1890.3525,701.1500000000001,42.42375000000004,1.9449999999999363,1300.21375,422.5925,315.89750000000004,9.905,2193.01375,1317.55625,1838.4775,8.25,0.5000000000000009,0.12500000000000003,26.25,8.25,5.4375,0.1875,46.8125,19.875,23.0,A
93.43181372549023,4.276176470588272,-0.6075245098040216,405.2862745098038,155.82553921568623,126.32625000000007,3.3501225490195963,604.3269117647059,374.02088235294116,803.3868872549018,331.39750000000004,16.335000000000036,-0.1712500000001,1256.85,486.8525,367.7012500000001,8.543749999999989,1955.7975,1103.815,1918.29375,48.39750000000004,1.7100000000000364,-0.6712500000001,203.4749999999999,98.10249999999996,87.70125000000007,2.7937499999999886,259.9224999999999,232.69000000000003,674.54375,14.5625,0.75,0.1875,51.4375,16.8125,12.125,0.375,84.5625,40.375,90.5625,1008.2433333333336,81.80750000000002,2.2870833333332334,1544.561666666667,679.3791666666667,473.10375,14.692916666666658,2382.843333333333,1552.064166666667,2137.237083333334,1234.2725,131.83500000000004,4.0787499999999,1621.85,779.9775,528.5762500000001,16.66874999999999,2444.6725,1626.815,2195.29375,1130.46,86.27250000000004,2.5787499999999,1563.725,695.415,481.7637500000001,15.668749999999989,2409.9225,1601.19,2153.41875,14.75,1.0,0.06250000000000003,23.6875,14.312499999999886,8.625,0.6875,35.12499999999977,23.125,16.499999999999886,A
147.26107843137262,8.287450980392125,-0.21134803921563167,573.514387254902,244.33078431372533,190.53004901960762,4.662401960784313,857.8234068627453,541.3621323529412,1041.8787009803923,515.065,29.534999999999968,0.2837500000000545,1528.17125,746.7449999999999,533.7824999999998,11.7825,2291.80625,1408.03125,2154.3762500000003,77.44000000000005,4.159999999999968,-0.2162499999999454,374.4212500000001,152.9949999999999,137.0324999999998,4.157499999999999,503.6812500000001,420.65625,1145.62625,21.0625,1.4375,0.06250000000000001,68.1875,26.25,18.375,0.4375,113.62500000000006,56.0625,119.5,1264.951666666667,146.4033333333333,3.832083333333388,1699.38125,950.6666666666663,630.1883333333332,21.735833333333332,2470.5304166666665,1710.12625,2275.1412500000006,1441.69,236.285,6.283750000000055,1764.17125,1073.62,703.5324999999998,25.1575,2508.80625,1759.15625,2317.3762500000003,1406.19,154.40999999999997,4.158750000000055,1714.60875,974.0575,643.0324999999998,23.4075,2481.99375,1734.40625,2286.5637500000003,21.375,1.8125,0.18750000000000003,16.125000000000114,18.5625,10.4375,0.3125,17.874999999999773,19.0625,10.625,A
109.47205882352944,5.882769607843146,-0.3182598039216141,462.7976225490196,183.48051470588229,147.53553921568627,3.865931372549014,697.1670098039216,415.07237745098024,881.7203921568625,385.0750000000001,20.83375000000001,-0.0437500000000454,1334.36625,569.5687499999999,417.9375,9.662499999999994,2075.1425,1162.50375,1974.365,57.575000000000045,2.958750000000009,-0.4187500000000455,267.11625000000004,111.81874999999992,106.3125,3.2874999999999943,341.6424999999999,286.00374999999985,836.115,15.937500000000028,1.0625,0.06250000000000004,55.8125,19.8125,14.0625,0.43750000000000044,93.87499999999994,43.25,95.375,1070.5233333333333,97.44125,2.332916666666621,1547.2037500000001,746.6987499999999,507.86,16.460833333333323,2379.7599999999998,1537.86875,2142.2958333333327,1274.7,156.58375,3.8312499999999545,1615.86625,849.0687499999999,564.1875,19.037499999999994,2428.2675,1598.00375,2189.49,1196.95,102.52125,2.5812499999999545,1561.80375,762.0062499999999,515.6875,17.412499999999994,2397.705,1575.69125,2154.1775,16.25,1.1875,0.06250000000000011,18.8125,15.0625,8.5,0.3125,26.3125,20.187499999999886,13.562499999999886,A
