time(s),F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,Temp,Humid
0.0,2000.125,788.625,1462.875,2032,1803.75,2470.25,249.125,1728.125,2710,1633.625,35.75,42.11
0.1,2000.125,788.5,1462.875,2032,1803.75,2470.25,249,1728.125,2710.125,1633.75,35.75,42.14
0.2,2000.125,788.625,1462.875,2032.125,1803.75,2470.25,249.125,1728.25,2710.125,1633.75,35.76,42.19
0.3,2000.125,788.5,1462.875,2032.125,1803.75,2470.25,249,1728.25,2710.375,1633.875,35.76,42.17
0.4,2000.125,788.625,1462.875,2032.25,1803.875,2470.25,249,1728.25,2710.375,1633.875,35.75,42.2
0.5,2000.125,788.5,1462.875,2032.25,1803.875,2470.25,248.875,1728.25,2710.5,1634,35.79,42.2
0.6,2000.125,788.5,1462.875,2032.375,1803.875,2470.375,249.125,1728.375,2710.625,1634.125,35.78,42.16
0.7,2000.125,788.5,1462.75,2032.5,1804,2470.375,249,1728.5,2710.75,1634.125,35.76,42.2
0.8,2000.125,788.625,1462.75,2032.375,1804,2470.375,249,1728.375,2710.75,1634.25,35.75,42.19
0.9,2000.125,788.5,1462.875,2032.5,1804,2470.375,249,1728.5,2710.875,1634.375,35.76,42.16
1.0,2000.125,788.5,1462.75,2032.625,1804,2470.375,249,1728.5,2711,1634.5,35.78,42.23
1.1,2000.125,788.5,1462.75,2032.625,1804.125,2470.5,249.125,1728.625,2711.125,1634.5,35.76,42.17
1.2,2000.125,788.5,1462.875,2032.75,1804.125,2470.375,249.25,1728.75,2711.125,1634.625,35.8,42.18
1.3,2000.125,788.5,1462.75,2032.75,1804.125,2470.5,249.125,1728.75,2711.25,1634.75,35.78,42.16
1.4,2000.125,788.5,1462.75,2032.875,1804.125,2470.375,249.125,1728.75,2711.375,1634.875,35.76,42.2
1.5,2000.25,788.5,1462.75,2032.875,1804.125,2470.375,249.25,1728.875,2711.5,1634.875,35.75,42.16
1.6,2000.25,788.5,1462.75,2033,1804.125,2470.375,249,1728.875,2711.5,1635,35.76,42.16
1.7,2000.25,788.5,1462.75,2033.125,1804.25,2470.375,249,1728.875,2711.625,1635.125,35.79,42.13
1.8,2000.25,788.5,1462.75,2033.125,1804.25,2470.375,249,1729,2711.875,1635.125,35.78,42.19
1.9,2000.25,788.5,1462.75,2033.125,1804.25,2470.375,249,1729.125,2711.875,1635.25,35.78,42.19
2.0,2000.25,788.5,1462.75,2033.25,1804.25,2470.25,249,1729.125,2712,1635.375,35.79,42.2
