time(s),F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,Temp,Humid
0.0,2015,781,1454.875,1771.625,1839.625,2491.125,248.375,1368.25,2017.25,1621,37.09,44.98
0.1,2015.125,781,1454.875,1771.75,1839.625,2491,248.375,1368.25,2017.25,1621,37.09,44.92
0.2,2015.25,781,1454.875,1771.875,1839.625,2490.875,248.375,1368.375,2017.375,1620.875,37.09,44.97
0.3,2015.25,781,1454.875,1772,1839.5,2490.75,248.5,1368.5,2017.25,1620.875,37.1,45
0.4,2015.375,781.125,1454.875,1772.25,1839.375,2490.625,248.5,1368.625,2017.375,1620.75,37.08,44.92
0.5,2015.5,781.125,1454.875,1772.375,1839.25,2490.5,248.5,1368.625,2017.25,1620.75,37.09,45
0.6,2015.5,781.25,1454.875,1772.5,1839.25,2490.375,248.375,1368.75,2017.375,1620.75,37.08,44.97
0.7,2015.625,781.125,1454.875,1772.625,1839.125,2490.25,248.375,1368.875,2017.375,1620.625,37.1,45.02
0.8,2015.75,781.125,1454.875,1772.75,1839.125,2490.125,248.375,1368.875,2017.375,1620.5,37.09,44.97
0.9,2015.75,781.125,1455,1772.875,1839.125,2490,248.5,1368.875,2017.375,1620.5,37.12,44.97
1.0,2015.75,781.25,1454.875,1772.875,1838.875,2489.875,248.375,1369,2017.375,1620.375,37.12,44.95
1.1,2015.875,781.25,1454.875,1773,1838.75,2489.75,248.5,1369,2017.375,1620.375,37.12,44.99
1.2,2016,781.25,1455,1773.125,1838.75,2489.625,248.5,1369.125,2017.375,1620.25,37.12,44.94
1.3,2016,781.375,1455,1773.125,1838.625,2489.375,248.5,1369,2017.375,1620.125,37.1,44.98
1.4,2016,781.375,1455,1773.125,1838.5,2489.25,248.5,1369.125,2017.25,1620,37.1,44.95
1.5,2016.125,781.375,1455,1773.25,1838.375,2489.125,248.5,1369.125,2017.375,1619.875,37.1,44.92
1.6,2016.25,781.375,1455,1773.25,1838.25,2489,248.375,1369.125,2017.25,1619.75,37.12,44.95
1.7,2016.375,781.375,1455,1773.375,1838.125,2488.75,248.5,1369.125,2017.25,1619.625,37.1,44.98
1.8,2016.375,781.5,1455.125,1773.375,1838,2488.625,248.5,1369.25,2017.25,1619.625,37.1,44.91
1.9,2016.5,781.625,1455.125,1773.375,1837.875,2488.5,248.5,1369.25,2017.25,1619.5,37.12,44.94
2.0,2016.5,781.625,1455.125,1773.5,1837.75,2488.375,248.375,1369.25,2017.25,1619.375,37.12,44.92
2.1,2016.5,781.625,1455.125,1773.5,1837.625,2488.25,248.375,1369.25,2017.25,1619.25,37.1,44.88
2.2,2016.625,781.625,1455.125,1773.5,1837.5,2488.125,248.5,1369.25,2017.25,1619.125,37.12,44.87
2.3,2016.625,781.625,1455.125,1773.5,1837.375,2488,248.375,1369.25,2017.125,1619,37.12,44.9
2.4,2016.75,781.625,1455.125,1773.5,1837.25,2487.75,248.375,1369.25,2017.125,1618.875,37.09,44.91
2.5,2016.75,781.75,1455.25,1773.375,1837.125,2487.625,248.375,1369.125,2017.125,1618.75,37.13,44.9
2.6,2016.875,781.75,1455.25,1773.5,1837,2487.5,248.5,1369.125,2017,1618.625,37.13,44.85
2.7,2016.875,781.75,1455.25,1773.375,1836.875,2487.25,248.5,1369.125,2017,1618.5,37.1,44.82
2.8,2017,781.75,1455.25,1773.375,1836.75,2487.25,248.375,1369.125,2017,1618.375,37.13,44.84
2.9,2017,781.875,1455.25,1773.375,1836.5,2487,248.375,1369.125,2016.875,1618.125,37.1,44.79
3.0,2017,782,1455.25,1773.375,1836.375,2486.75,248.375,1369,2016.875,1618,37.12,44.81
3.1,2017.125,782,1455.25,1773.375,1836.25,2486.625,248.5,1369,2016.875,1617.875,37.12,44.84
3.2,2017.125,782,1455.25,1773.25,1836.125,2486.5,248.375,1369,2016.75,1617.75,37.1,44.78
3.3,2017.125,782,1455.25,1773.125,1836,2486.25,248.375,1369,2016.75,1617.625,37.12,44.79
3.4,2017.25,782.125,1455.25,1773.125,1835.875,2486.125,248.375,1368.875,2016.625,1617.5,37.13,44.73
3.5,2017.25,782.125,1455.25,1773.125,1835.625,2486,248.375,1368.875,2016.625,1617.25,37.1,44.78
3.6,2017.375,782.25,1455.25,1773,1835.5,2485.875,248.375,1368.875,2016.625,1617.125,37.12,44.73
3.7,2017.375,782.25,1455.25,1773,1835.375,2485.625,248.5,1368.75,2016.5,1616.875,37.1,44.75
3.8,2017.375,782.375,1455.375,1772.875,1835.25,2485.5,248.375,1368.75,2016.375,1616.75,37.13,44.68
3.9,2017.5,782.375,1455.375,1772.875,1835,2485.25,248.5,1368.75,2016.375,1616.5,37.14,44.68
4.0,2017.5,782.375,1455.25,1772.75,1835,2485.125,248.5,1368.625,2016.25,1616.375,37.13,44.68
4.1,2017.5,782.5,1455.375,1772.75,1834.75,2484.875,248.5,1368.625,2016.25,1616.25,37.12,44.64
4.2,2017.5,782.5,1455.375,1772.625,1834.625,2484.75,248.5,1368.5,2016.125,1616,37.1,44.67
4.3,2017.625,782.625,1455.375,1772.5,1834.375,2484.5,248.5,1368.5,2016.125,1615.875,37.12,44.64
4.4,2017.625,782.625,1455.375,1772.375,1834.25,2484.375,248.5,1368.375,2016,1615.625,37.1,44.57
4.5,2017.625,782.625,1455.375,1772.375,1834.125,2484.125,248.375,1368.375,2016,1615.5,37.12,44.6
4.6,2017.625,782.75,1455.375,1772.25,1834,2484,248.375,1368.25,2016,1615.375,37.12,44.57
4.7,2017.75,782.75,1455.375,1772.125,1833.75,2483.875,248.375,1368.25,2015.875,1615.125,37.13,44.56
4.8,2017.75,782.75,1455.375,1772,1833.625,2483.625,248.5,1368.125,2015.75,1615,37.12,44.57
4.9,2017.75,782.875,1455.375,1771.875,1833.5,2483.5,248.25,1368,2015.75,1614.75,37.12,44.56
5.0,2017.75,782.875,1455.375,1771.75,1833.375,2483.375,248.25,1367.875,2015.625,1614.5,37.13,44.54
5.1,2017.75,782.875,1455.5,1771.625,1833.125,2483.125,248.375,1367.875,2015.625,1614.375,37.12,44.51
5.2,2017.75,782.875,1455.375,1771.5,1833,2483,248.25,1367.75,2015.625,1614.125,37.13,44.56
5.3,2017.75,783,1455.375,1771.375,1832.875,2482.875,248.375,1367.625,2015.5,1613.875,37.14,44.46
5.4,2017.875,783,1455.375,1771.25,1832.75,2482.625,248.25,1367.5,2015.375,1613.625,37.13,44.54
5.5,2017.875,783,1455.375,1771.125,1832.5,2482.5,248.375,1367.375,2015.25,1613.5,37.13,44.47
5.6,2017.875,783.125,1455.5,1770.875,1832.375,2482.375,248.375,1367.375,2015.25,1613.25,37.1,44.42
5.7,2018,783.25,1455.5,1770.75,1832.25,2482.25,248.25,1367.25,2015.125,1613.125,37.1,44.41
5.8,2018,783.125,1455.5,1770.625,1832.125,2482.125,248.25,1367.125,2015.125,1613,37.13,44.42
5.9,2018,783.25,1455.5,1770.5,1831.875,2482,248.25,1367,2015,1612.75,37.09,44.41
6.0,2018,783.25,1455.5,1770.375,1831.75,2481.875,248.25,1367,2015,1612.625,37.13,44.32
6.1,2018.125,783.25,1455.5,1770.25,1831.75,2481.75,248.375,1366.875,2014.875,1612.375,37.13,44.38
6.2,2018.125,783.375,1455.5,1770.125,1831.5,2481.625,248.375,1366.75,2014.875,1612.25,37.12,44.38
6.3,2018.125,783.375,1455.625,1769.875,1831.375,2481.5,248.25,1366.625,2014.875,1612.125,37.13,44.26
6.4,2018.125,783.5,1455.625,1769.75,1831.25,2481.5,248.25,1366.5,2014.75,1611.875,37.12,44.35
