time(s),F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,Temp,Humid
0.0,1988.625,770.75,1434.875,1720.875,1825.875,2480.375,245.125,1351.75,1991.875,1600,36.88,43.85
0.1,1988.875,770.75,1434.875,1722.375,1826.125,2480.5,245.125,1353.625,1993,1601.875,36.9,43.82
0.2,1989.125,770.75,1434.875,1724,1826.375,2480.75,245.125,1355.5,1994.125,1603.875,36.89,43.88
0.3,1989.375,770.75,1435,1725.625,1826.625,2480.75,245.125,1357.5,1995.25,1605.75,36.89,43.85
0.4,1989.625,770.75,1435,1727.25,1827,2480.875,245.125,1359.375,1996.5,1607.5,36.9,43.84
0.5,1989.875,770.75,1435,1728.75,1827.25,2481,245.125,1361.25,1997.5,1609.375,36.9,43.88
0.6,1990,770.75,1435,1730.375,1827.375,2481.125,245.125,1363,1998.5,1611.25,36.92,43.85
0.7,1990.375,770.75,1435,1731.875,1827.625,2481.25,245.25,1364.875,1999.625,1612.875,36.89,43.83
0.8,1990.625,770.75,1435,1733.5,1827.75,2481.25,245.125,1366.625,2000.625,1614.625,36.89,43.89
0.9,1990.75,770.75,1435,1735,1828,2481.375,245.25,1368.375,2001.625,1616.375,36.92,43.91
1.0,1991.125,770.75,1435,1736.5,1828.125,2481.5,245.125,1370.125,2002.5,1618,36.9,43.88
1.1,1991.375,770.75,1435,1738.125,1828.375,2481.625,245.125,1371.875,2003.5,1619.625,36.89,43.85
1.2,1991.5,770.75,1435,1739.625,1828.5,2481.625,245.125,1373.625,2004.375,1621.125,36.9,43.92
1.3,1991.875,770.75,1435,1741,1828.625,2481.75,245.25,1375.25,2005.375,1622.75,36.9,43.88
1.4,1992.125,770.75,1435,1742.5,1828.75,2481.75,245.125,1376.875,2006.125,1624.25,36.92,43.9
1.5,1992.25,770.875,1435,1744,1828.75,2481.75,245.125,1378.5,2007,1625.75,36.92,43.87
1.6,1992.5,770.75,1435,1745.375,1829,2481.875,245,1380,2007.875,1627.125,36.92,43.87
1.7,1992.75,770.75,1435,1746.75,1829,2481.875,245.125,1381.625,2008.75,1628.625,36.92,43.85
1.8,1993,770.875,1435,1748.125,1829,2481.875,245.125,1383.125,2009.5,1629.875,36.9,43.84
1.9,1993.25,770.75,1435,1749.5,1829.25,2482,245,1384.625,2010.25,1631.25,36.93,43.94
2.0,1993.5,770.875,1435,1750.875,1829.25,2482,245.125,1386,2011,1632.5,36.89,43.88
2.1,1993.75,770.875,1435,1752.25,1829.25,2482,245,1387.5,2011.75,1633.75,36.92,43.87
2.2,1994,770.875,1435,1753.625,1829.375,2482,245.125,1388.875,2012.375,1635,36.9,43.85
2.3,1994.25,770.875,1435,1754.875,1829.25,2482,245,1390.25,2013.125,1636.125,36.9,43.87
2.4,1994.5,770.875,1435,1756.125,1829.25,2482,245.125,1391.625,2013.75,1637.25,36.92,43.88
2.5,1994.75,771,1435.125,1757.25,1829.25,2482,245.125,1392.875,2014.375,1638.375,36.92,43.91
2.6,1995,770.875,1435,1758.5,1829.25,2482,245.375,1394.125,2015,1639.375,36.9,43.85
2.7,1995.125,770.875,1435.125,1759.75,1829.25,2481.875,245.25,1395.375,2015.625,1640.375,36.92,43.87
2.8,1995.375,771,1435.125,1761,1829.25,2481.75,245,1396.625,2016.125,1641.375,36.92,43.84
2.9,1995.625,771,1435.125,1762,1829.125,2481.75,245,1397.875,2016.75,1642.375,36.93,43.88
3.0,1995.875,771,1435.125,1763.125,1829.125,2481.625,245.25,1399,2017.25,1643.25,36.92,43.9
3.1,1996,771,1435.125,1764.25,1829.125,2481.625,245,1400.125,2017.75,1644.125,36.95,43.86
3.2,1996.25,770.875,1435.125,1765.375,1829,2481.5,245.125,1401.125,2018.25,1645,36.92,43.87
3.3,1996.5,771,1435.125,1766.375,1828.875,2481.5,245.125,1402.25,2018.75,1645.75,36.95,43.83
3.4,1996.75,771,1435.125,1767.375,1828.75,2481.375,245,1403.25,2019.125,1646.375,36.92,43.82
3.5,1996.875,771,1435.125,1768.375,1828.75,2481.25,245.25,1404.25,2019.5,1647.125,36.95,43.84
3.6,1997.125,771,1435.125,1769.375,1828.625,2481.125,245.125,1405.25,2019.875,1647.875,36.92,43.82
3.7,1997.375,771,1435.125,1770.375,1828.5,2481,245.25,1406.125,2020.25,1648.5,36.9,43.82
3.8,1997.5,771,1435.125,1771.125,1828.5,2481,245.125,1407.125,2020.75,1649.125,36.92,43.79
3.9,1997.75,771.125,1435.125,1772,1828.25,2480.875,245.125,1408,2021.125,1649.75,36.92,43.78
4.0,1997.875,771.125,1435,1772.875,1828.25,2480.75,245.25,1408.75,2021.5,1650.25,36.93,43.8
4.1,1998.125,771.125,1435,1773.75,1828.125,2480.75,245.125,1409.625,2021.75,1650.75,36.92,43.79
4.2,1998.375,771.25,1435.125,1774.5,1828,2480.625,245.125,1410.375,2022.125,1651.25,36.9,43.81
4.3,1998.5,771.25,1435.125,1775.375,1827.875,2480.5,245.25,1411.25,2022.375,1651.75,36.93,43.8
4.4,1998.75,771.25,1435.125,1776.125,1827.75,2480.375,245.125,1411.875,2022.625,1652.125,36.92,43.79
4.5,1999,771.25,1435,1776.875,1827.625,2480.25,245.125,1412.625,2023,1652.5,36.92,43.79
4.6,1999.125,771.25,1435,1777.625,1827.5,2480.125,245.125,1413.25,2023.125,1652.875,36.95,43.78
4.7,1999.375,771.375,1435,1778.25,1827.375,2480,245.125,1414,2023.5,1653.125,36.92,43.79
4.8,1999.5,771.25,1435,1778.875,1827.25,2480,245.125,1414.625,2023.75,1653.5,36.92,43.81
4.9,1999.625,771.375,1435,1779.625,1827.125,2479.875,245.25,1415.125,2024,1653.75,36.95,43.75
5.0,1999.875,771.375,1435,1780.25,1827,2479.75,245.25,1415.75,2024.25,1654.125,36.93,43.77
5.1,2000,771.5,1435,1780.75,1826.75,2479.625,245.125,1416.375,2024.5,1654.375,36.93,43.74
5.2,2000.25,771.375,1435,1781.375,1826.625,2479.5,245.25,1416.875,2024.75,1654.625,36.95,43.77
5.3,2000.375,771.375,1435,1782,1826.5,2479.5,245.25,1417.5,2024.875,1654.75,36.93,43.72
5.4,2000.625,771.5,1435,1782.5,1826.375,2479.375,245.25,1418,2025.125,1655,36.92,43.78
5.5,2000.75,771.5,1435.125,1783,1826.25,2479.25,245.125,1418.375,2025.375,1655.125,36.92,43.72
5.6,2001,771.5,1435,1783.5,1826.125,2479.25,245.125,1419,2025.5,1655.375,36.93,43.71
5.7,2001.125,771.625,1435,1784,1826,2479,245.25,1419.375,2025.625,1655.375,36.93,43.68
5.8,2001.375,771.625,1435,1784.5,1825.75,2479,245,1419.875,2025.75,1655.5,36.92,43.69
5.9,2001.5,771.625,1435.125,1784.875,1825.625,2478.875,245,1420.25,2025.875,1655.625,36.92,43.69
6.0,2001.75,771.625,1435,1785.375,1825.5,2478.875,245.125,1420.625,2026,1655.625,36.93,43.65
6.1,2002,771.625,1435,1785.75,1825.375,2478.75,245.125,1421.125,2026.125,1655.75,36.93,43.74
6.2,2002.125,771.75,1435.125,1786.125,1825.25,2478.625,245,1421.375,2026.25,1655.75,36.93,43.68
6.3,2002.375,771.75,1435.125,1786.5,1825.125,2478.5,245,1421.75,2026.375,1655.75,36.93,43.66
6.4,2002.5,771.75,1435.125,1786.75,1825,2478.375,245.125,1422.125,2026.5,1655.75,36.9,43.67
6.5,2002.625,771.875,1435,1787.125,1824.875,2478.25,245,1422.5,2026.5,1655.75,36.92,43.66
6.6,2002.75,771.875,1435.125,1787.5,1824.75,2478.25,245.125,1422.75,2026.625,1655.75,36.92,43.63
6.7,2003,771.875,1435.125,1787.75,1824.5,2478.125,245,1423.125,2026.625,1655.75,36.92,43.65
6.8,2003.125,771.875,1435.125,1788,1824.5,2478,245,1423.375,2026.75,1655.625,36.92,43.7
6.9,2003.25,772,1435.125,1788.375,1824.375,2477.875,245,1423.625,2026.75,1655.625,36.92,43.65
7.0,2003.375,772,1435.125,1788.625,1824.125,2477.875,245.125,1423.875,2026.75,1655.625,36.92,43.61
7.1,2003.5,772,1435.125,1788.75,1824,2477.75,245,1424.125,2026.75,1655.5,36.93,43.65
7.2,2003.75,772,1435.125,1789.125,1823.875,2477.625,244.875,1424.375,2026.875,1655.375,36.93,43.66
7.3,2003.875,772,1435.25,1789.25,1823.75,2477.625,245,1424.5,2026.875,1655.25,36.93,43.59
7.4,2004,772,1435.125,1789.375,1823.625,2477.5,245,1424.75,2026.875,1655.125,36.9,43.59
7.5,2004.125,772.125,1435.25,1789.625,1823.5,2477.375,245,1424.875,2026.875,1655.125,36.92,43.6
7.6,2004.25,772.125,1435.125,1789.75,1823.25,2477.375,245,1425.125,2026.875,1655,36.9,43.6
7.7,2004.375,772.125,1435.125,1789.875,1823.25,2477.25,244.875,1425.25,2026.875,1654.75,36.92,43.59
7.8,2004.5,772.25,1435.125,1790,1823,2477.125,244.875,1425.375,2027,1654.625,36.9,43.53
7.9,2004.625,772.125,1435.25,1790.125,1822.875,2477.125,245,1425.625,2027,1654.5,36.93,43.6
8.0,2004.75,772.25,1435.25,1790.25,1822.75,2477,244.875,1425.625,2027,1654.25,36.9,43.59
8.1,2004.875,772.25,1435.25,1790.375,1822.625,2476.875,244.875,1425.75,2027,1654.125,36.93,43.54
8.2,2005,772.25,1435.25,1790.5,1822.5,2476.875,244.875,1425.875,2026.875,1654,36.92,43.54
8.3,2005.125,772.25,1435.125,1790.5,1822.375,2476.75,244.875,1426,2026.875,1653.75,36.92,43.51
8.4,2005.25,772.25,1435.25,1790.625,1822.25,2476.5,244.75,1426.125,2026.875,1653.5,36.92,43.51
8.5,2005.375,772.25,1435.125,1790.625,1822.125,2476.5,244.875,1426.25,2026.75,1653.25,36.92,43.54
8.6,2005.5,772.25,1435.25,1790.625,1822,2476.375,244.875,1426.25,2026.75,1653,36.92,43.56
8.7,2005.625,772.375,1435.25,1790.75,1821.875,2476.375,245,1426.375,2026.625,1652.75,36.92,43.57
8.8,2005.75,772.25,1435.125,1790.75,1821.625,2476.25,245,1426.375,2026.625,1652.625,36.92,43.51
8.9,2005.75,772.375,1435.125,1790.75,1821.5,2476.125,245,1426.5,2026.625,1652.375,36.93,43.53
9.0,2005.875,772.375,1435.25,1790.75,1821.375,2476,245,1426.5,2026.5,1652.25,36.9,43.51
9.1,2006,772.375,1435.25,1790.75,1821.25,2476,244.875,1426.5,2026.5,1652,36.9,43.48
9.2,2006.125,772.5,1435.25,1790.625,1821.125,2475.875,245,1426.5,2026.375,1651.75,36.92,43.51
9.3,2006.25,772.5,1435.125,1790.625,1821,2475.875,245,1426.5,2026.375,1651.5,36.9,43.54
9.4,2006.25,772.625,1435.125,1790.625,1820.875,2475.75,245,1426.625,2026.375,1651.25,36.93,43.53
9.5,2006.375,772.5,1435.25,1790.5,1820.75,2475.625,245,1426.5,2026.375,1651,36.9,43.51
9.6,2006.5,772.5,1435.25,1790.5,1820.625,2475.625,245.125,1426.5,2026.25,1650.75,36.92,43.44
9.7,2006.625,772.625,1435.125,1790.375,1820.5,2475.5,244.875,1426.625,2026.25,1650.5,36.93,43.5
9.8,2006.625,772.625,1435.25,1790.25,1820.375,2475.5,245.125,1426.5,2026.125,1650.25,36.93,43.51
9.9,2006.625,772.625,1435.25,1790.125,1820.25,2475.375,245,1426.5,2026.125,1650,36.92,43.47
10.0,2006.875,772.625,1435.125,1790,1820.125,2475.25,245,1426.375,2026.125,1649.75,36.93,43.47
10.1,2006.875,772.625,1435,1789.875,1820,2475.125,245,1426.375,2026.125,1649.625,36.93,43.49
10.2,2006.875,772.625,1434.875,1789.625,1819.875,2475.125,245,1426.25,2026.375,1649.5,36.96,43.49
10.3,2007,772.625,1434.875,1789.375,1819.75,2475.125,245,1426.125,2026.5,1649.375,36.92,43.49
10.4,2007.125,772.625,1434.75,1789.125,1819.5,2475,245,1426,2026.5,1649.375,36.93,43.47
10.5,2007.25,772.75,1434.625,1788.875,1819.5,2475,245,1425.875,2026.625,1649.25,36.93,43.41
10.6,2007.25,772.75,1434.625,1788.75,1819.375,2474.875,245.125,1425.75,2026.75,1649.5,36.96,43.44
10.7,2007.375,772.75,1434.5,1788.5,1819.25,2474.875,245,1425.625,2026.875,1650.5,36.93,43.46
10.8,2007.5,772.75,1434.5,1788.375,1819.375,2475,245.125,1425.625,2026.875,1653.375,36.93,43.44
10.9,2007.75,772.75,1434.5,1788.5,1819.875,2475.25,245.25,1425.5,2027.125,1659.375,36.92,43.45
11.0,2008.25,772.875,1434.375,1789.375,1821.125,2476,245.25,1425.625,2027.5,1670.75,36.92,43.38
11.1,2009.125,772.875,1434.375,1791.375,1823.625,2477.5,245.5,1426.125,2028.125,1688.75,36.92,43.45
11.2,2010.375,773,1434.375,1795.625,1827.625,2480.5,245.375,1427.25,2029.875,1716.875,36.95,43.41
11.3,2012.25,773,1434.25,1803.375,1833.375,2485.25,245.625,1429.875,2033.125,1756.625,36.93,43.43
11.4,2014.75,773,1434.25,1815.25,1840.875,2491.875,245.875,1435.25,2038.875,1810.5,36.93,43.43
11.5,2018,773.25,1434.25,1832.375,1850.625,2500.375,246.125,1444.625,2048.625,1878.375,36.9,43.44
11.6,2022.25,773.5,1434.25,1855.625,1862.125,2510.625,246.375,1459.5,2063.25,1958.625,36.93,43.41
11.7,2027.375,773.75,1434.25,1885.375,1875.5,2522.75,246.5,1481.5,2083.75,2049.125,36.92,43.44
